"pi" "gen_id" "country" "region" "Latitude" "Longitude" "Alt" "topsoil_pH" "subsoil_pH" "topsoil_cec" "subsoil_cec" "topsoil_nitrogen" "subsoil_nitrogen" "topsoil_sand" "subsoil_sand" "topsoil_silt" "subsoil_silt" "topsoil_clay" "subsoil_clay" "topsoil_soc" "subsoil_soc" "Ann.Mean.Tmp" "Tmp.Seas" "Mean.Diurn.Rng" "Max.Tmp.Wrm.M" "Min.Tmp.Cld.M" "Mean.Tmp.Wet.Q" "Mean.Tmp.Dry.Q" "Mean.Tmp.Wrm.Q" "Mean.Tmp.Cld.Q" "Ann.Prc" "Prc.Seas" "Prc.Wet.Q" "Prc.Dry.Q" "Prc.Cld.Q" "Prc.Wrm.Q" "Prc.Wet.M" "Prc.Dry.M" "tmean_Q1" "tmean_Q2" "tmean_Q3" "tmean_Q4" "prec_Q1" "prec_Q2" "prec_Q3" "prec_Q4" "is.minicore" "pet_min" "AridityIndex" "max_heat_index" "ann_heat_index" "coldindex.mean" "coldindex.min"
"IS23108" "IS23108.D1EYBACXX.1.250137757" "United Republic of Tanzania" "East Africa" -3.549999952 36.09999847 1059 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23142" "IS23142.628NVAAXX.5.250006981" "United Republic of Tanzania" "East Africa" -7.389999866 35.79000092 1307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23166" "IS23166.B064FABXX.1.250010004" "United Republic of Tanzania" "East Africa" -6.170000076 35.72999954 1132 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23178" "IS23178.628P7AAXX.7.250007037" "Zambia" "South Africa" -15.5666666 28.2833338 1224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23184" "IS23184.D1EYBACXX.1.250137758" "Zambia" "South Africa" -15.07999992 29.62000084 782 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23188" "IS23188.D1EYBACXX.1.250137759" "Zambia" "South Africa" -14.55000019 30.80999947 714 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23216" "IS23216.MRG.4.250047513" "Zambia" "South Africa" -14.25 31.32999992 1023 61.7657508850098 62.9752388000488 95.960334777832 92.5493087768555 70.8666534423828 30.3462448120117 574.9892578125 497.742584228516 167.991790771484 169.776123046875 257.009399414062 332.035064697266 85.1736450195312 27.9248542785645 219 2387 120 330 113 228 186 246 186 996 116 705 0 8 316 254 0 225.333333333333 199.333333333333 202.666666666667 246.666666666667 639 40 1 316 TRUE 98 6031 17.4096290813755 9.35818881153247 -0.24 0.246666666666667
"IS23225" "IS23225.D1EYBACXX.1.250137760" "Zambia" "South Africa" -14.07999992 32.06000137 1042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23240" "IS23240.D1EYBACXX.1.250137761" "Zambia" "South Africa" -13.55000019 32.52999878 1011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23248" "IS23248.D1EYBACXX.1.250137762" "Zambia" "South Africa" -13.19999981 28.57999992 1231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23262" "IS23262.D1EYBACXX.1.250137763" "Zambia" "South Africa" -9.289999962 31.25 1587 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23263" "IS23263.D1EYBACXX.1.250137764" "Zambia" "South Africa" -13.28999996 32.11000061 607 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23275" "IS23275.D1EYBACXX.1.250137765" "Zambia" "South Africa" -13.52000046 31.57999992 556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23283" "IS23283.D1EYBACXX.1.250137766" "Zambia" "South Africa" -14.93000031 22.26000023 1035 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23298" "IS23298.D1EYBACXX.1.250137767" "Zambia" "South Africa" -12.27999973 33.20000076 1162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23306" "IS23306.D1EYBACXX.1.250137768" "Zambia" "South Africa" -10.94999981 33.09000015 704 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23308" "IS23308.D1EYBACXX.1.250137769" "Zambia" "South Africa" -11.64999962 32.88999939 695 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23319" "IS23319.D1EYBACXX.1.250137770" "Zambia" "South Africa" -9.350000381 32.58000183 1410 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23322" "IS23322.D1EYBACXX.1.250137771" "Zambia" "South Africa" -16.82999992 27.06999969 1267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23335" "IS23335.D1EYBACXX.1.250137772" "Zambia" "South Africa" -10.26000023 32.65000153 1084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23341" "IS23341.D1EYBACXX.1.250137773" "Zambia" "South Africa" -10.02000046 31.18000031 1340 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23357" "IS23357.D1EYBACXX.1.250137774" "Zambia" "South Africa" -8.829999924 31.52000046 1680 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23358" "IS23358.D1EYBACXX.1.250137775" "Zambia" "South Africa" -9.069999695 32.02000046 1701 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23363" "IS23363.D1EYBACXX.1.250137776" "Zambia" "South Africa" -11.07999992 31.11000061 1273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23366" "IS23366.D1EYBACXX.1.250137777" "Zambia" "South Africa" -13.1166658 29.8352753 1271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23367" "IS23367.D1EYBACXX.1.250137778" "Zambia" "South Africa" -14.81000042 24.79999924 1166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23370" "IS23370.D1EYBACXX.1.250137779" "Zambia" "South Africa" -11.89999962 31.43000031 1395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23373" "IS23373.D1EYBACXX.1.250137780" "Zambia" "South Africa" -13.61999989 29.38999939 1262 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23375" "IS23375.D1EYBACXX.1.250137781" "Zambia" "South Africa" -13.97000027 28.67000008 1273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23376" "IS23376.D1EYBACXX.1.250137782" "Zambia" "South Africa" -14.44999981 28.44000053 1182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23514" "IS23514.MRG.4.250047514" "Ethiopia" "East Africa" 8.239999771 34.38999939 433 61.0086326599121 62.3140716552734 195.573333740234 201.318084716797 102.257141113281 61.1434631347656 362.7197265625 351.234100341797 292.870239257812 250.830261230469 344.431091308594 398.161254882812 128.699127197266 43.723518371582 277 1437 147 392 189 260 283 299 260 998 80 509 16 509 79 209 3 292.666666666667 281.333333333333 260.333333333333 272.333333333333 29 307 509 153 TRUE 158 4696 22.5940725476387 13.3559192240646 -0.733333333333333 -0.26
"IS23521" "IS23521.MRG.4.250047515" "Ethiopia" "East Africa" 8.199999809 34.25999832 428 63.1572113037109 65.1126708984375 214.422714233398 229.613372802734 107.155349731445 44.9984512329102 345.637084960938 322.915679931641 318.577270507812 282.551635742188 335.85595703125 394.532684326172 101.337226867676 34.557502746582 274 1428 147 388 190 255 282 295 255 929 83 463 12 463 73 203 2 289.666666666667 276.666666666667 255.666666666667 273 24 296 463 146 TRUE 158 4398 22.2459340807857 13.1375313546551 -0.7 -0.266666666666667
"IS23574" "IS23574.70MUKAAXX.2.250006059" "Ethiopia" "East Africa" 8.199999809 34.25999832 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23579" "IS23579.MRG.4.250047516" "Ethiopia" "East Africa" 8.239999771 34.59000015 440 60.5682754516602 62.0117645263672 186.009078979492 189.305114746094 108.345802307129 45.2394790649414 375.200866699219 350.248504638672 296.037536621094 278.205688476562 329.06005859375 371.751129150391 130.766067504883 39.8388061523438 277 1347 147 392 184 266 280 298 266 1147 80 594 24 585 100 229 5 291.333333333333 280.333333333333 266.333333333333 268 43 345 594 165 TRUE 154 5414 22.5940725476387 13.3559192240646 -0.773333333333333 -0.226666666666667
"IS23586" "IS23586.MRG.4.250047517" "Ethiopia" "East Africa" 8.270000458 34.65999985 559 60.1882781982422 60.3314208984375 198.573608398438 195.6220703125 124.364364624023 68.1944580078125 384.018707275391 349.562683105469 273.779357910156 246.821899414062 342.226928710938 403.028991699219 168.52961730957 52.9313888549805 269 1332 146 383 178 258 273 290 258 1171 79 603 27 593 103 228 6 284 272.666666666667 258.333333333333 261 47 355 603 166 TRUE 151 5670 21.8133494702959 12.7762783612345 -0.72 -0.186666666666667
"IS23590" "IS23590.MRG.4.250047518" "Ethiopia" "East Africa" 8.270000458 34.65999985 559 60.1882781982422 60.3314208984375 198.573608398438 195.6220703125 124.364364624023 68.1944580078125 384.018707275391 349.562683105469 273.779357910156 246.821899414062 342.226928710938 403.028991699219 168.52961730957 52.9313888549805 269 1332 146 383 178 258 273 290 258 1171 79 603 27 593 103 228 6 284 272.666666666667 258.333333333333 261 47 355 603 166 TRUE 151 5670 21.8133494702959 12.7762783612345 -0.72 -0.186666666666667
"IS23601" "IS23601.70MUKAAXX.2.250006071" "Ethiopia" "East Africa" 7.918000221 34.44900131 487 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23615" "IS23615.D1EYBACXX.1.250137783" "Ethiopia" "East Africa" 7.269999981 36.24000168 1648 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23644" "IS23644.MRG.4.250047519" "Gambia" "West Africa" 13.65999985 -15.39999962 10 59.2377510070801 59.3095245361328 86.8397674560547 86.1590042114258 74.1172866821289 51.3541374206543 530.085693359375 544.225158691406 214.613754272461 206.459609985352 255.082183837891 249.525146484375 108.082679748535 120.583435058594 276 1879 149 393 151 275 263 301 250 669 139 554 0 0 63 217 0 263.666666666667 301.333333333333 275.666666666667 264.666666666667 0 63 554 52 TRUE 145 3232 22.6813935766818 13.2829874917659 -0.666666666666667 -0.00666666666666664
"IS23645" "IS23645.628P7AAXX.7.250007085" "Gambia" "West Africa" 13.65999985 -15.39999962 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23651" "IS23651.D1EYBACXX.1.250137784" "Gambia" "West Africa" 13.55000019 -14.77000046 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23666" "IS23666.628P7AAXX.7.250007109" "Gambia" "West Africa" 13.31999969 -15.89000034 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23669" "IS23669.628NVAAXX.5.250006911" "Gambia" "West Africa" 13.22000027 -16.12999916 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS2367" "IS2367.70MUKAAXX.1.250006437" "Nigeria" "West Africa" 8.890000343 9.470000267 235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23674" "IS23674.D1EYBACXX.1.250137785" "Gambia" "West Africa" 13.19999981 -16.72999954 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23675" "IS23675.D1EYBACXX.1.250137786" "Mozambique" "South Africa" -16.88999939 37.81000137 71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23679" "IS23679.D1EYBACXX.1.250137787" "Mozambique" "South Africa" -16.03000069 37.18000031 535 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23684" "IS23684.MRG.4.250047520" "Mozambique" "South Africa" -16.14999962 38.31999969 200 62 62.678840637207 122.886993408203 122.415054321289 70.8317718505859 42.1493377685547 536.374755859375 481.531341552734 189.646453857422 159.693786621094 274.457580566406 359.161560058594 87.5384521484375 43.4807281494141 250 2447 111 338 155 270 243 273 213 1268 87 737 50 94 529 267 12 270.333333333333 233.333333333333 223.333333333333 272.333333333333 737 183 71 277 TRUE 95 7415 18.0525808067791 11.4351163168454 -0.42 -0.0333333333333333
"IS23685" "IS23685.D1EYBACXX.1.250137788" "Mozambique" "South Africa" -16.78000069 38.86000061 26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23687" "IS23687.D1EYBACXX.1.250137789" "Mozambique" "South Africa" -19.04999924 34.40000153 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23693" "IS23693.D1EYBACXX.1.250137790" "Mozambique" "South Africa" -15.89999962 38.95000076 235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23694" "IS23694.D1EYBACXX.1.250137791" "Mozambique" "South Africa" -23.87999916 35.41999817 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23698" "IS23698.D1EYBACXX.1.250137792" "Mozambique" "South Africa" -13.71000004 39.81999969 227 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23700" "IS23700.D1EYBACXX.1.250137793" "Mozambique" "South Africa" -13.19999981 38.52999878 575 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS2371" "IS2371.C1AB3ACXX.7.250137272" "Indonesia" "South Asia" -5 120 386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS23711" "IS23711.D1EYBACXX.1.250137794" "Mozambique" "South Africa" -14.93999958 38.31000137 492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS2379" "IS2379.D0D0HACXX.5.250046286" "South Africa" "South Africa" -23.83333 31.5 315 68.8614501953125 69.3519134521484 209.19172668457 201.07861328125 70.7091064453125 37.8356399536133 588.125854492188 577.984924316406 153.549667358398 156.736297607422 258.305480957031 265.600219726562 70.5399780273438 37.7763481140137 226 3606 139 333 84 267 175 267 175 507 78 264 21 21 264 93 4 264.333333333333 198.666666666667 192 250 242 47 31 187 TRUE 88 2960 17.6498079025556 9.81475787627648 -0.166666666666667 0.44
"IS2382" "IS2382.D0D0HACXX.5.250046287" "South Africa" "South Africa" -23.83333 31.5 315 68.8614501953125 69.3519134521484 209.19172668457 201.07861328125 70.7091064453125 37.8356399536133 588.125854492188 577.984924316406 153.549667358398 156.736297607422 258.305480957031 265.600219726562 70.5399780273438 37.7763481140137 226 3606 139 333 84 267 175 267 175 507 78 264 21 21 264 93 4 264.333333333333 198.666666666667 192 250 242 47 31 187 TRUE 88 2960 17.6498079025556 9.81475787627648 -0.166666666666667 0.44
"IS2397" "IS2397.D0D0HACXX.5.250046289" "South Africa" "South Africa" -23.83333 31.5 315 68.8614501953125 69.3519134521484 209.19172668457 201.07861328125 70.7091064453125 37.8356399536133 588.125854492188 577.984924316406 153.549667358398 156.736297607422 258.305480957031 265.600219726562 70.5399780273438 37.7763481140137 226 3606 139 333 84 267 175 267 175 507 78 264 21 21 264 93 4 264.333333333333 198.666666666667 192 250 242 47 31 187 TRUE 88 2960 17.6498079025556 9.81475787627648 -0.166666666666667 0.44
"IS2416" "IS2416.70MUKAAXX.1.250006449" "South Africa" "South Africa" -23.83333 31.5 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24283" "IS24283.D1EYBACXX.1.250137795" "United Republic of Tanzania" "East Africa" -8.729999542 33.29000092 1065 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24286" "IS24286.D1EYBACXX.1.250137797" "United Republic of Tanzania" "East Africa" -7.920000076 35.58000183 1625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24287" "IS24287.D1EYBACXX.1.250137798" "United Republic of Tanzania" "East Africa" -8.850000381 34.63000107 1422 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24288" "IS24288.D1EYBACXX.1.250137799" "United Republic of Tanzania" "East Africa" -9.329999924 34.77000046 1904 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24292" "IS24292.D1EYBACXX.1.250137800" "United Republic of Tanzania" "East Africa" -10.68000031 35.63999939 1068 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24294" "IS24294.D1EYBACXX.1.250137801" "United Republic of Tanzania" "East Africa" -11.10999966 37.36000061 643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24297" "IS24297.D1EYBACXX.1.250137802" "United Republic of Tanzania" "East Africa" -6.179999828 39.31000137 26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24299" "IS24299.D1EYBACXX.1.250137803" "United Republic of Tanzania" "East Africa" -6.849999905 39.29999924 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS2430" "IS2430.70MUKAAXX.1.250006461" "Nigeria" "West Africa" 13.06000042 5.25 296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24302" "IS24302.D1EYBACXX.1.250137804" "United Republic of Tanzania" "East Africa" -10.92000008 39.06999969 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24308" "IS24308.D1EYBACXX.1.250137805" "United Republic of Tanzania" "East Africa" -6.400000095 38.34999847 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24309" "IS24309.D1EYBACXX.1.250137806" "United Republic of Tanzania" "East Africa" -6.849999905 30.56999969 853 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24327" "IS24327.D1EYBACXX.1.250137807" "India" "South Asia" 19.87999916 76.48000336 496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24332" "IS24332.D1EYBACXX.1.250137808" "India" "South Asia" 20.22999954 77.55999756 365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24334" "IS24334.D1EYBACXX.1.250137809" "India" "South Asia" 20.70999908 77.98999786 289 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24336" "IS24336.D1EYBACXX.1.250137810" "India" "South Asia" 20.42000008 79.37000275 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24348" "IS24348.MRG.4.250047526" "India" "South Asia" 21.18000031 74.68000031 210 73.8497161865234 74.562370300293 415.491577148438 415.229034423828 61.9745864868164 38.5105018615723 282.247314453125 270.773254394531 294.105010986328 328.572082519531 423.675079345703 400.416107177734 53.4146347045898 31.4647216796875 271 3854 145 415 124 290 277 324 221 586 122 411 3 6 121 175 0 242 324.333333333333 276 240.666666666667 5 121 406 54 TRUE 123 3029 24.6311240718219 12.920369081082 -0.473333333333333 0.173333333333333
"IS24360" "IS24360.D1EYBACXX.1.250137811" "India" "South Asia" 19.01000023 73.94000244 682 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24369" "IS24369.D1EYBACXX.1.250137812" "India" "South Asia" 18.72999954 76.37999725 634 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24379" "IS24379.D1EYBACXX.1.250137813" "India" "South Asia" 26.54999924 79.58999634 137 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24386" "IS24386.D1EYBACXX.1.250137814" "India" "South Asia" 27.88999939 78.06999969 191 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
