"pi" "gen_id" "country" "region" "Latitude" "Longitude" "Alt" "topsoil_pH" "subsoil_pH" "topsoil_cec" "subsoil_cec" "topsoil_nitrogen" "subsoil_nitrogen" "topsoil_sand" "subsoil_sand" "topsoil_silt" "subsoil_silt" "topsoil_clay" "subsoil_clay" "topsoil_soc" "subsoil_soc" "Ann.Mean.Tmp" "Tmp.Seas" "Mean.Diurn.Rng" "Max.Tmp.Wrm.M" "Min.Tmp.Cld.M" "Mean.Tmp.Wet.Q" "Mean.Tmp.Dry.Q" "Mean.Tmp.Wrm.Q" "Mean.Tmp.Cld.Q" "Ann.Prc" "Prc.Seas" "Prc.Wet.Q" "Prc.Dry.Q" "Prc.Cld.Q" "Prc.Wrm.Q" "Prc.Wet.M" "Prc.Dry.M" "tmean_Q1" "tmean_Q2" "tmean_Q3" "tmean_Q4" "prec_Q1" "prec_Q2" "prec_Q3" "prec_Q4" "is.minicore" "pet_min" "AridityIndex" "max_heat_index" "ann_heat_index" "coldindex.mean" "coldindex.min"
"PI619863" "PI619863.D1FY1ACXX.8.250123609" "Uganda" "East Africa" 2.569999933 31.21999931 871 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619879" "PI619879.D1FY1ACXX.8.250123610" "Uganda" "East Africa" 2.299999952 31.20000076 989 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619890" "PI619890.D1FY1ACXX.8.250123611" "Uganda" "East Africa" 2.25999999 32.88999939 1100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619896" "PI619896.D1FY1ACXX.8.250123612" "Uganda" "East Africa" 1.149999976 34.20000076 1209 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619897" "PI619897.D1FY1ACXX.8.250123613" "Uganda" "East Africa" 1.049999952 34.29999924 1910 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619901" "PI619901.D1FY1ACXX.8.250123614" "Uganda" "East Africa" 0.8399999738 34.16999817 1180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619902" "PI619902.D1FY1ACXX.8.250123615" "Uganda" "East Africa" 0.8399999738 34.16999817 1180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619903" "PI619903.D1FY1ACXX.8.250123616" "Uganda" "East Africa" 0.7300000191 34.09999847 1175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619904" "PI619904.D1FY1ACXX.8.250123617" "Uganda" "East Africa" 1.299999952 34.15000153 1120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619920" "PI619920.D1FY1ACXX.8.250123619" "Uganda" "East Africa" 0.4699999988 33.45000076 1170 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619921" "PI619921.D1FY1ACXX.8.250123620" "Uganda" "East Africa" 0.3000000119 33.54999924 1174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619928" "PI619928.D1FY1ACXX.8.250123621" "Uganda" "East Africa" 0.3199999928 33.97999954 1196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619930" "PI619930.D1FY1ACXX.8.250123622" "Uganda" "East Africa" 0.3000000119 33.34999847 1139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619932" "PI619932.D1FY1ACXX.8.250123623" "Uganda" "East Africa" 0.3000000119 33.34999847 1139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619933" "PI619933.D1FY1ACXX.8.250123624" "Uganda" "East Africa" 0.5600000024 33.29999924 1125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619935" "PI619935.D1FY1ACXX.8.250123625" "Uganda" "East Africa" 0.349999994 33.5 1162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619938" "PI619938.D1FY1ACXX.8.250123626" "Uganda" "East Africa" 1.350000024 33.40000153 1038 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619939" "PI619939.D1FY1ACXX.8.250123627" "Uganda" "East Africa" 1.350000024 33.40000153 1038 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619941" "PI619941.D1FY1ACXX.8.250123628" "Uganda" "East Africa" 1.399999976 33.5 1043 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619950" "PI619950.D1FY1ACXX.8.250123629" "Uganda" "East Africa" 1.350000024 33.5 1038 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619955" "PI619955.D1FY1ACXX.8.250123630" "Uganda" "East Africa" 1.480000019 33.93000031 1152 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619956" "PI619956.D1FY1ACXX.8.250123631" "Uganda" "East Africa" 1.480000019 33.93000031 1152 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619958" "PI619958.D1FY1ACXX.8.250123632" "Uganda" "East Africa" 1.200000048 33.54000092 1039 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619959" "PI619959.D1FY1ACXX.8.250123633" "Uganda" "East Africa" 1.200000048 33.54000092 1039 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619960" "PI619960.D1FY1ACXX.8.250123634" "Uganda" "East Africa" 1.200000048 33.54000092 1039 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619962" "PI619962.D1FY1ACXX.8.250123635" "Uganda" "East Africa" 1.220000029 33.40000153 1053 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619970" "PI619970.D1FY1ACXX.8.250123636" "Uganda" "East Africa" -0.6000000238 30.64999962 1428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619972" "PI619972.D1FY1ACXX.8.250123637" "Uganda" "East Africa" -0.6000000238 30.64999962 1428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619978" "PI619978.D1FY1ACXX.8.250123638" "Uganda" "East Africa" -0.4499999881 30.39999962 1531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619981" "PI619981.D1FY1ACXX.8.250123639" "Uganda" "East Africa" -0.4499999881 30.39999962 1531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619982" "PI619982.D1FY1ACXX.8.250123640" "Uganda" "East Africa" -0.4199999869 30.27000046 1496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619983" "PI619983.D1FY1ACXX.8.250123641" "Uganda" "East Africa" -0.4199999869 30.27000046 1496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619986" "PI619986.D1FY1ACXX.8.250123642" "Uganda" "East Africa" 1.299999952 30.56999969 617 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619987" "PI619987.D1FY1ACXX.8.250123643" "Uganda" "East Africa" -1.279999971 29.68000031 1914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619988" "PI619988.D1FY1ACXX.8.250123644" "Uganda" "East Africa" -1.279999971 29.68000031 1914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619989" "PI619989.D1FY1ACXX.8.250123645" "Uganda" "East Africa" -1.279999971 29.68000031 1914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI619994" "PI619994.D1FY1ACXX.8.250123646" "Uganda" "East Africa" -1.129999995 29.70000076 1992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620007" "PI620007.D1FY1ACXX.8.250123647" "Uganda" "East Africa" -0.8500000238 30 1560 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620020" "PI620020.D1FY1ACXX.8.250123648" "Uganda" "East Africa" -0.8000000119 29.92000008 1611 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620024" "PI620024.D1FY1ACXX.8.250123649" "Uganda" "East Africa" -0.6000000238 29.79999924 1074 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620026" "PI620026.D1FY1ACXX.8.250123650" "Uganda" "East Africa" -0.6000000238 29.79999924 1074 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620050" "PI620050.D1FY1ACXX.8.250123651" "Uganda" "East Africa" -0.1400000006 30.05999947 947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620055" "PI620055.D1FY1ACXX.8.250123652" "Uganda" "East Africa" 0.3100000024 30.15999985 1093 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620072" "PI620072.D1FY1ACXX.8.250123654" "Uganda" "East Africa" -0.01999999955 29.77000046 1001 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620083" "PI620083.D1FY1ACXX.8.250123687" "Uganda" "East Africa" 0.1299999952 30.06999969 952 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620086" "PI620086.D1FY1ACXX.8.250123688" "Uganda" "East Africa" 0.1599999964 30.10000038 951 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620090" "PI620090.D1FY1ACXX.8.250123689" "Uganda" "East Africa" 0.1700000018 30.11000061 949 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620092" "PI620092.D1FY1ACXX.8.250123690" "Uganda" "East Africa" 0.2300000042 30.09000015 1368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620094" "PI620094.D1FY1ACXX.8.250123692" "Uganda" "East Africa" 0.1899999976 30.10000038 969 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620097" "PI620097.D1FY1ACXX.8.250123694" "Uganda" "East Africa" 0.1800000072 30.22999954 930 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620102" "PI620102.D1FY1ACXX.8.250123695" "Uganda" "East Africa" 0.200000003 30.10000038 978 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620105" "PI620105.D1FY1ACXX.8.250123696" "Uganda" "East Africa" 0.2199999988 30.12000084 1023 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620106" "PI620106.D1FY1ACXX.8.250123697" "Uganda" "East Africa" 0.2199999988 30.12000084 1023 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620110" "PI620110.D1FY1ACXX.8.250123698" "Uganda" "East Africa" 0.2899999917 30.10000038 1199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620111" "PI620111.D1FY1ACXX.8.250123699" "Uganda" "East Africa" 0.6700000167 30.28000069 1541 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620112" "PI620112.D1FY1ACXX.8.250123700" "Uganda" "East Africa" 0.6700000167 30.28000069 1541 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620119" "PI620119.D1FY1ACXX.8.250123702" "Uganda" "East Africa" 0.4561088 31.0348037 1360 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620120" "PI620120.D1FY1ACXX.8.250123703" "Uganda" "East Africa" 0.4561088 31.0348037 1360 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620121" "PI620121.D1FY1ACXX.8.250123704" "Uganda" "East Africa" 0.2700000107 31.20000076 1195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620122" "PI620122.D1FY1ACXX.8.250123705" "Uganda" "East Africa" 0.2700000107 31.20000076 1195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620129" "PI620129.D1FY1ACXX.8.250123706" "Uganda" "East Africa" 0.150000006 30.29999924 930 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620140" "PI620140.D1FY1ACXX.8.250123707" "Uganda" "East Africa" 0.4199999869 30.07999992 2009 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620150" "PI620150.D1FY1ACXX.8.250123708" "Uganda" "East Africa" 0.3700000048 30.10000038 1697 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620156" "PI620156.D1FY1ACXX.8.250123709" "Uganda" "East Africa" 0.4499999881 30.20000076 1347 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620157" "PI620157.D1FY1ACXX.8.250123710" "Uganda" "East Africa" 0.4499999881 30.20000076 1347 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620173" "PI620173.D1FY1ACXX.8.250123712" "Uganda" "East Africa" 0.2800000012 31.18000031 1221 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620180" "PI620180.D1FY1ACXX.8.250123713" "Uganda" "East Africa" -0.9800000191 31.40999985 1252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620181" "PI620181.D1FY1ACXX.8.250123714" "Uganda" "East Africa" -0.9800000191 31.40999985 1252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620367" "PI620367.D1FY1ACXX.8.250123715" "United Republic of Tanzania" "East Africa" -7.409999847 36.97000122 545 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620368" "PI620368.D1FY1ACXX.8.250123716" "United Republic of Tanzania" "East Africa" -6.96999979 36.90000153 536 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620369" "PI620369.D1FY1ACXX.8.250123717" "United Republic of Tanzania" "East Africa" -6.820000172 37.65999985 501 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620370" "PI620370.D1FY1ACXX.8.250123718" "United Republic of Tanzania" "East Africa" -6.150000095 36.86000061 1266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620371" "PI620371.D1FY1ACXX.8.250123719" "United Republic of Tanzania" "East Africa" -6.820000172 37.65999985 501 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620372" "PI620372.D1FY1ACXX.8.250123720" "United Republic of Tanzania" "East Africa" -6.269999981 36.86999893 1397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620373" "PI620373.D1FY1ACXX.8.250123721" "United Republic of Tanzania" "East Africa" -6.170000076 35.74000168 1126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620375" "PI620375.D1FY1ACXX.8.250123722" "United Republic of Tanzania" "East Africa" -6.28000021 36.75 1248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620376" "PI620376.D1FY1ACXX.8.250123723" "United Republic of Tanzania" "East Africa" -6.329999924 36.65999985 1050 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620377" "PI620377.D1FY1ACXX.8.250123724" "United Republic of Tanzania" "East Africa" -6.329999924 36.65999985 1050 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620382" "PI620382.D1FY1ACXX.8.250123725" "United Republic of Tanzania" "East Africa" -6.199999809 36.40999985 1046 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620383" "PI620383.D1FY1ACXX.8.250123726" "United Republic of Tanzania" "East Africa" -6.199999809 36.40999985 1046 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620385" "PI620385.D1FY1ACXX.8.250123727" "United Republic of Tanzania" "East Africa" -5.900000095 35.95000076 1081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620386" "PI620386.D1FY1ACXX.8.250123728" "United Republic of Tanzania" "East Africa" -5.900000095 35.95000076 1081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620396" "PI620396.D1FY1ACXX.8.250123729" "United Republic of Tanzania" "East Africa" -5.980000019 35.72999954 1078 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620405" "PI620405.D1FY1ACXX.8.250123730" "United Republic of Tanzania" "East Africa" -4.900000095 35.77999878 1383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620406" "PI620406.D1FY1ACXX.8.250123731" "United Republic of Tanzania" "East Africa" -4.900000095 35.77999878 1383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620409" "PI620409.D1FY1ACXX.8.250123732" "United Republic of Tanzania" "East Africa" -4.900000095 35.77999878 1383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620411" "PI620411.D1FY1ACXX.8.250123733" "United Republic of Tanzania" "East Africa" -6.170000076 35.77999878 1115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"PI620414" "PI620414.D1FY1ACXX.8.250123734" "United Republic of Tanzania" "East Africa" -3.359999895 36.66999817 1412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
