"region","total","temp_sum","prc_sum","temp_score","prc_score","score"
"Asia",344,17.7244278065801,111.46344755327,0.051524499437733,0.324021649864157,0.37554614930189
"East Africa",263,0.0152441878842054,102.09226654655,5.79626915749255e-05,0.388183522990683,0.388241485682258
"Middle East",92,0.165962631199843,19.2204240855064,0.00180394164347656,0.208917653103331,0.210721594746807
"South Africa",446,5.06596635680169,229.654881722847,0.0113586689614388,0.514921259468267,0.526279928429706
"West Africa",200,0,82.8558848758387,0,0.414279424379194,0.414279424379194
NA,10,0.338092799558324,4.60053123463331,0.0338092799558324,0.460053123463331,0.493862403419164
