pi,country,region,score.prc,score.temp,score
PI329632,Ethiopia,East Africa,0,0,0
PI329644,Ethiopia,East Africa,0,0,0
PI329645,Ethiopia,East Africa,0,0,0
PI329646,Ethiopia,East Africa,0,0,0
PI329665,Ethiopia,East Africa,0,0,0
PI329673,Ethiopia,East Africa,0,0,0
PI329699,Ethiopia,East Africa,0,0.545454545,0.545454545
PI329700,Ethiopia,East Africa,0,0.272727273,0.272727273
PI329702,Ethiopia,East Africa,0,0,0
PI329704,Ethiopia,East Africa,0,0,0
PI329710,Ethiopia,East Africa,0,0,0
PI329711,Ethiopia,East Africa,0,0,0
PI329813,Ethiopia,East Africa,0,0,0
PI329814,Ethiopia,East Africa,0,0,0
PI329841,Ethiopia,East Africa,0,0,0
PI329843,Ethiopia,East Africa,0,0,0
PI329848,Ethiopia,East Africa,0,0,0
PI329849,Ethiopia,East Africa,0,0,0
PI329864,Ethiopia,East Africa,0,0,0
PI329865,Ethiopia,East Africa,0,0,0
PI329920,Ethiopia,East Africa,0,0,0
PI330167,Ethiopia,East Africa,0,0,0
PI330168,Ethiopia,East Africa,0,0,0
PI330169,Ethiopia,East Africa,0,0,0
PI330170,Ethiopia,East Africa,0,0,0
PI330181,Ethiopia,East Africa,0,0,0
PI330182,Ethiopia,East Africa,0,0,0
PI330184,Ethiopia,East Africa,0,0,0
PI330185,Ethiopia,East Africa,0,0,0
PI330192,Ethiopia,East Africa,0,0,0
PI330195,Ethiopia,East Africa,0,0,0
PI330196,Ethiopia,East Africa,0,0,0
PI330199,Ethiopia,East Africa,0,0,0
PI330271,Ethiopia,East Africa,0,0,0
PI330796,Ethiopia,East Africa,0,0,0
PI330798,Ethiopia,East Africa,0,0,0
PI330803,Ethiopia,East Africa,0,0,0
PI330804,Ethiopia,East Africa,0,0,0
PI330807,Ethiopia,East Africa,0,0,0
PI330828,Ethiopia,East Africa,0,0,0
PI330833,Ethiopia,East Africa,0,0,0
PI330834,Ethiopia,East Africa,0,0,0
PI330835,Ethiopia,East Africa,0,0,0
PI330838,Ethiopia,East Africa,0,0,0
PI330847,Ethiopia,East Africa,0,0,0
PI330851,Ethiopia,East Africa,0,0,0
PI330857,Ethiopia,East Africa,0,0,0
PI330858,Ethiopia,East Africa,0,0,0
PI330867,Ethiopia,East Africa,0,0,0
PI337674,Ethiopia,East Africa,0,0,0
PI337676,Ethiopia,East Africa,0,0,0
PI337678,Ethiopia,East Africa,0,0,0
PI337680,Ethiopia,East Africa,0,0,0
PI337684,Ethiopia,East Africa,0,0,0
PI337685,Ethiopia,East Africa,0,0,0
PI337688,Ethiopia,East Africa,0,0,0
PI337689,Ethiopia,East Africa,0,0,0
PI510907,Botswana,South Africa,0,0,0
PI510910,Botswana,South Africa,0,0,0
PI510911,Botswana,South Africa,0,0,0
PI510925,Botswana,South Africa,0,0,0
PI510926,Botswana,South Africa,0,0,0
PI510931,Botswana,South Africa,0,0,0
PI510932,Botswana,South Africa,0,0,0
PI510958,Botswana,South Africa,0,0,0
PI510959,Botswana,South Africa,0.166666667,0,0.166666667
PI510966,Botswana,South Africa,0,0,0
PI510967,Botswana,South Africa,0,0,0
PI510968,Botswana,South Africa,0,0,0
PI510969,Botswana,South Africa,0,0,0
PI510979,Botswana,South Africa,0,0,0
PI510990,Botswana,South Africa,0,0,0
PI510991,Botswana,South Africa,0,0,0
PI511008,Botswana,South Africa,0,0,0
PI511009,Botswana,South Africa,0,0,0
PI514456,Senegal,West Africa,0,0,0
PI514610,Senegal,West Africa,0,0,0
PI514617,Senegal,West Africa,0,0,0
PI521833,Malawi,East Africa,0.166666667,0,0.166666667
PI533762,Sudan,East Africa,0,0,0
PI533769,Sudan,East Africa,0,0,0
PI533785,Nigeria,West Africa,0,0,0
PI533789,Sudan,East Africa,0,0,0
PI533792,Ethiopia,East Africa,0,0,0
PI533794,Ethiopia,East Africa,0,0.272727273,0.272727273
PI533800,Ethiopia,East Africa,0,0.272727273,0.272727273
PI533810,India,South Asia,0,0,0
PI533839,Nigeria,West Africa,0.166666667,0,0.166666667
PI533842,India,South Asia,0,0,0
PI533856,India,South Asia,0,0,0
PI533876,Nigeria,West Africa,0,0,0
PI533877,Nigeria,West Africa,0,0,0
PI533882,Nigeria,West Africa,0,0,0
PI533910,Sudan,East Africa,0,0,0
PI533911,Sudan,East Africa,0,0,0
PI533912,Sudan,East Africa,0,0,0
PI533985,Sudan,East Africa,0,0,0
PI533986,Sudan,East Africa,0,0,0
PI533987,Sudan,East Africa,0,0,0
PI533991,South Sudan,East Africa,0,0,0
PI533996,Sudan,East Africa,0,0,0
PI534009,India,South Asia,0,0,0
PI534021,India,South Asia,0,0,0
PI534028,India,South Asia,0,0,0
PI534070,Nigeria,West Africa,0,0,0
PI534075,Nigeria,West Africa,0,0,0
PI534079,Nigeria,West Africa,0,0,0
PI534088,Nigeria,West Africa,0,0,0
PI534092,Nigeria,West Africa,0,0,0
PI534115,Ethiopia,East Africa,0,0,0
PI534116,Ethiopia,East Africa,0,0,0
PI534123,Ethiopia,East Africa,0,0,0
PI534124,Ethiopia,East Africa,0,0,0
PI534127,Ethiopia,East Africa,0,0,0
PI534128,Ethiopia,East Africa,0,0,0
PI534133,Ethiopia,East Africa,0,0,0
PI534135,Ethiopia,East Africa,0,0,0
PI534148,Ethiopia,East Africa,0,0,0
PI534155,Ethiopia,East Africa,0,0,0
PI534157,Ethiopia,East Africa,0,0,0
PI562989,Nigeria,West Africa,0,0,0
PI563009,Nigeria,West Africa,0,0,0
PI563151,Kenya,East Africa,0.333333333,0.363636364,0.696969697
PI563153,Kenya,East Africa,0,0,0
PI563154,Kenya,East Africa,0,0,0
PI563155,Kenya,East Africa,0.333333333,0,0.333333333
PI563156,Kenya,East Africa,0.166666667,0,0.166666667
PI563157,Kenya,East Africa,0.333333333,0,0.333333333
PI563163,Kenya,East Africa,0,0,0
PI563194,Kenya,East Africa,0,0,0
PI563196,Kenya,East Africa,0.333333333,0,0.333333333
PI563198,Kenya,East Africa,0.333333333,0.363636364,0.696969697
PI563199,Kenya,East Africa,0.333333333,0,0.333333333
PI563200,Kenya,East Africa,0,0,0
PI563207,Kenya,East Africa,0,0,0
PI563208,Kenya,East Africa,0,0,0
PI563209,Kenya,East Africa,0.333333333,0,0.333333333
PI563219,Uganda,East Africa,0,0,0
PI563289,South Africa,South Africa,0,0,0
PI563334,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI563338,Burkina Faso,West Africa,0,0.272727273,0.272727273
PI563343,Burkina Faso,West Africa,0,0,0
PI563348,Burkina Faso,West Africa,0,0,0
PI563350,Burkina Faso,West Africa,0.166666667,0.363636364,0.53030303
PI563359,Burkina Faso,West Africa,0,0,0
PI563364,Burkina Faso,West Africa,0.166666667,0,0.166666667
PI563366,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI563377,Sudan,East Africa,0,0,0
PI563378,Sudan,East Africa,0,0,0
PI563482,Senegal,West Africa,0,0.272727273,0.272727273
PI563483,Senegal,West Africa,0,0,0
PI563484,Senegal,West Africa,0,0,0
PI563485,Senegal,West Africa,0,0,0
PI563486,Senegal,West Africa,0,0,0
PI563487,Mali,West Africa,0.166666667,0.090909091,0.257575758
PI563489,Nigeria,West Africa,0,0,0
PI563490,Nigeria,West Africa,0,0,0
PI563491,Nigeria,West Africa,0,0,0
PI563492,Nigeria,West Africa,0,0,0
PI563497,Sudan,East Africa,0,0,0
PI563513,Sudan,East Africa,0,0,0
PI563515,Mali,West Africa,0,0,0
PI563516,Mali,West Africa,0,0,0
PI569012,Sudan,East Africa,0,0,0
PI569803,Sudan,East Africa,0,0,0
PI569804,Sudan,East Africa,0,0,0
PI569805,Sudan,East Africa,0,0,0
PI569819,Sudan,East Africa,0,0,0
PI569833,Sudan,East Africa,0,0,0
PI569834,Sudan,East Africa,0,0,0
PI569847,Sudan,East Africa,0,0,0
PI569860,Sudan,East Africa,0,0,0
PI569869,Sudan,East Africa,0,0,0
PI569870,Sudan,East Africa,0,0,0
PI569873,Sudan,East Africa,0,0,0
PI569875,Sudan,East Africa,0,0.090909091,0.090909091
PI569876,Sudan,East Africa,0,0,0
PI569886,Sudan,East Africa,0,0,0
PI570119,Sudan,East Africa,0,0,0
PI570120,Sudan,East Africa,0,0,0
PI570122,Sudan,East Africa,0,0,0
PI570123,Sudan,East Africa,0,0,0
PI570124,Sudan,East Africa,0,0,0
PI570125,Sudan,East Africa,0,0.272727273,0.272727273
PI570126,Sudan,East Africa,0,0,0
PI570127,South Sudan,East Africa,0,0,0
PI570130,Sudan,East Africa,0,0,0
PI570136,Sudan,East Africa,0,0,0
PI570137,Sudan,East Africa,0,0,0
PI570139,Sudan,East Africa,0,0,0
PI570145,Sudan,East Africa,0,0.272727273,0.272727273
PI570146,Sudan,East Africa,0,0,0
PI570149,South Sudan,East Africa,0,0,0
PI570154,Sudan,East Africa,0,0.181818182,0.181818182
PI570155,Sudan,East Africa,0,0,0
PI570157,South Sudan,East Africa,0,0,0
PI570158,Sudan,East Africa,0,0,0
PI570159,Sudan,East Africa,0,0,0
PI570160,Sudan,East Africa,0,0,0
PI570162,Sudan,East Africa,0,0,0
PI570163,Sudan,East Africa,0,0,0
PI570164,Sudan,East Africa,0,0,0
PI570166,Sudan,East Africa,0,0,0
PI570168,Sudan,East Africa,0,0.454545455,0.454545455
PI570171,Sudan,East Africa,0,0,0
PI570174,Sudan,East Africa,0,0,0
PI570176,Sudan,East Africa,0,0.454545455,0.454545455
PI570189,South Sudan,East Africa,0,0,0
PI570190,South Sudan,East Africa,0,0.090909091,0.090909091
PI570191,South Sudan,East Africa,0,0,0
PI570218,Sudan,East Africa,0,0,0
PI570219,Sudan,East Africa,0,0,0
PI570220,Sudan,East Africa,0,0,0
PI570228,Sudan,East Africa,0,0,0
PI570229,Sudan,East Africa,0,0,0
PI570233,Sudan,East Africa,0,0,0
PI570234,Sudan,East Africa,0,0,0
PI570237,Sudan,East Africa,0.166666667,0,0.166666667
PI570244,Sudan,East Africa,0,0,0
PI570248,Sudan,East Africa,0,0,0
PI570249,Sudan,East Africa,0,0,0
PI570252,Sudan,East Africa,0,0,0
PI570254,South Sudan,East Africa,0,0,0
PI570255,Sudan,East Africa,0,0,0
PI570256,Sudan,East Africa,0,0,0
PI570260,Sudan,East Africa,0,0,0
PI570261,Sudan,East Africa,0,0,0
PI570262,Sudan,East Africa,0,0,0
PI570271,Sudan,East Africa,0.333333333,0,0.333333333
PI570278,Sudan,East Africa,0,0,0
PI570279,Sudan,East Africa,0,0,0
PI570284,Sudan,East Africa,0,0,0
PI570288,Sudan,East Africa,0,0,0
PI570289,Sudan,East Africa,0,0,0
PI570292,Sudan,East Africa,0,0,0
PI570294,Sudan,East Africa,0,0,0
PI570295,Sudan,East Africa,0,0,0
PI570296,Sudan,East Africa,0,0,0
PI570393,South Sudan,East Africa,0,0.454545455,0.454545455
PI570494,South Sudan,East Africa,0,0,0
PI570498,South Sudan,East Africa,0,0,0
PI570501,South Sudan,East Africa,0,0,0
PI570503,Sudan,East Africa,0,0,0
PI570504,South Sudan,East Africa,0,0,0
PI570505,South Sudan,East Africa,0,0,0
PI570511,Sudan,East Africa,0,0,0
PI570512,Sudan,East Africa,0,0,0
PI570518,South Sudan,East Africa,0,0,0
PI570523,South Sudan,East Africa,0,0,0
PI570524,Sudan,East Africa,0,0,0
PI570528,Sudan,East Africa,0,0,0
PI570539,South Sudan,East Africa,0.166666667,0,0.166666667
PI570546,Sudan,East Africa,0.166666667,0,0.166666667
PI570549,Sudan,East Africa,0.166666667,0,0.166666667
PI570550,Sudan,East Africa,0,0,0
PI570554,Sudan,East Africa,0,0,0
PI570570,South Sudan,East Africa,0,0,0
PI570571,South Sudan,East Africa,0,0,0
PI570575,South Sudan,East Africa,0,0,0
PI570576,South Sudan,East Africa,0,0,0
PI570584,South Sudan,East Africa,0,0,0
PI570588,South Sudan,East Africa,0,0,0
PI570603,Sudan,East Africa,0,0,0
PI570604,Sudan,East Africa,0,0,0
PI570917,Sudan,East Africa,0,0,0
PI570918,Sudan,East Africa,0,0,0
PI571246,Sudan,East Africa,0,0,0
PI571253,Sudan,East Africa,0,0,0
PI571256,South Sudan,East Africa,0,0,0
PI571261,South Sudan,East Africa,0,0,0
PI571262,Sudan,East Africa,0,0,0
PI571273,South Sudan,East Africa,0,0,0
PI571275,Sudan,East Africa,0,0.454545455,0.454545455
PI571299,Sudan,East Africa,0,0,0
PI571302,Sudan,East Africa,0,0,0
PI571370,Sudan,East Africa,0,0,0
PI571376,South Sudan,East Africa,0,0,0
PI576352,Botswana,South Africa,0,0,0
PI576359,India,South Asia,0,0,0
PI576364,India,South Asia,0,0,0
PI576366,India,South Asia,0,0,0
PI576375,Ethiopia,East Africa,0,0,0
PI576376,Ethiopia,East Africa,0,0,0
PI576380,Ethiopia,East Africa,0,0,0
PI576381,Ethiopia,East Africa,0,0,0
PI576390,India,South Asia,0,0,0
PI576399,Sudan,East Africa,0.166666667,0,0.166666667
PI576401,India,South Asia,0.333333333,0.272727273,0.606060606
PI576425,Ethiopia,East Africa,0,0,0
PI576426,Ethiopia,East Africa,0,0,0
PI576428,Ethiopia,East Africa,0,0,0
PI576435,India,South Asia,0,0,0
PI585379,Ethiopia,East Africa,0,0,0
PI585394,Nigeria,West Africa,0,0,0
PI585405,Nigeria,West Africa,0,0,0
PI585406,Nigeria,West Africa,0,0,0
PI585411,Nigeria,West Africa,0,0,0
PI585412,Nigeria,West Africa,0,0,0
PI585413,Nigeria,West Africa,0,0.454545455,0.454545455
PI585414,Nigeria,West Africa,0,0,0
PI585415,Nigeria,West Africa,0,0,0
PI585416,Nigeria,West Africa,0,0,0
PI585417,Nigeria,West Africa,0,0,0
PI585418,Nigeria,West Africa,0,0,0
PI585423,Nigeria,West Africa,0,0,0
PI585448,Ghana,West Africa,0,0,0
PI585449,Ghana,West Africa,0,0,0
PI585452,Ghana,West Africa,0,0.090909091,0.090909091
PI585453,Ghana,West Africa,0,0,0
PI585454,Ghana,West Africa,0,0,0
PI585455,Ghana,West Africa,0,0,0
PI585456,Ghana,West Africa,0,0,0
PI585457,Ghana,West Africa,0,0,0
PI585461,Ghana,West Africa,0,0,0
PI585467,Ghana,West Africa,0,0,0
PI585468,Ghana,West Africa,0,0,0
PI585469,Ghana,West Africa,0,0,0
PI585470,Ghana,West Africa,0,0,0
PI585471,Ghana,West Africa,0,0,0
PI585472,Ghana,West Africa,0,0,0
PI585572,Burundi,East Africa,0,0,0
PI585573,Burundi,East Africa,0,0,0
PI585574,Burundi,East Africa,0,0,0
PI585576,Burundi,East Africa,0.166666667,0,0.166666667
PI585577,Burundi,East Africa,0,0,0
PI585578,Burundi,East Africa,0,0,0
PI585579,Burundi,East Africa,0,0,0
PI585580,Burundi,East Africa,0,0,0
PI585581,Burundi,East Africa,0,0,0
PI585582,Burundi,East Africa,0,0,0
PI585583,Burundi,East Africa,0,0,0
PI585590,Rwanda,East Africa,0,0,0
PI585595,Rwanda,East Africa,0,0,0
PI585596,Rwanda,East Africa,0,0,0
PI585600,Rwanda,East Africa,0,0,0
PI585602,Rwanda,East Africa,0,0,0
PI585607,Rwanda,East Africa,0,0,0
PI585608,Rwanda,East Africa,0,0,0
PI585609,Rwanda,East Africa,0,0,0
PI585971,Togo,West Africa,0,0,0
PI585981,Benin,West Africa,0,0,0
PI585984,Benin,West Africa,0,0,0
PI585985,Benin,West Africa,0,0,0
PI585987,Benin,West Africa,0,0,0
PI585989,Benin,West Africa,0,0,0
PI585991,Benin,West Africa,0,0,0
PI585992,Benin,West Africa,0,0,0
PI586000,Benin,West Africa,0,0,0
PI586008,Benin,West Africa,0,0,0
PI586028,Zambia,East Africa,0,0,0
PI586032,Zambia,East Africa,0,0,0
PI586033,Zambia,East Africa,0,0,0
PI586034,Zambia,East Africa,0,0,0
PI586035,Zambia,East Africa,0,0,0
PI586036,Zambia,East Africa,0,0,0
PI586037,Zambia,East Africa,0,0,0
PI586038,Zambia,East Africa,0,0,0
PI586039,Zambia,East Africa,0,0,0
PI586040,Zambia,East Africa,0,0,0
PI586041,Zambia,East Africa,0,0,0
PI586042,Zambia,East Africa,0,0,0
PI586052,Malawi,East Africa,0,0,0
PI586054,Malawi,East Africa,0,0,0
PI586107,Burkina Faso,West Africa,0,0,0
PI586108,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586109,Burkina Faso,West Africa,0,0,0
PI586110,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586111,Burkina Faso,West Africa,0,0,0
PI586112,Burkina Faso,West Africa,0,0,0
PI586113,Burkina Faso,West Africa,0,0,0
PI586114,Burkina Faso,West Africa,0,0,0
PI586115,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586117,Burkina Faso,West Africa,0,0,0
PI586118,Burkina Faso,West Africa,0,0.272727273,0.272727273
PI586119,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586120,Burkina Faso,West Africa,0,0,0
PI586123,Burkina Faso,West Africa,0,0,0
PI586124,Burkina Faso,West Africa,0,0,0
PI586128,Burkina Faso,West Africa,0,0,0
PI586137,Burkina Faso,West Africa,0,0.181818182,0.181818182
PI586141,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586142,Burkina Faso,West Africa,0,0,0
PI586147,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586148,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586150,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586151,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586153,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586154,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586155,Burkina Faso,West Africa,0,0.545454545,0.545454545
PI586156,Burkina Faso,West Africa,0,0,0
PI586157,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586158,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586159,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586160,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586161,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586162,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586163,Burkina Faso,West Africa,0,0,0
PI586164,Burkina Faso,West Africa,0,0.181818182,0.181818182
PI586165,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586166,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586167,Burkina Faso,West Africa,0,0,0
PI586168,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586169,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586172,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586173,Burkina Faso,West Africa,0,0.636363636,0.636363636
PI586174,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586175,Burkina Faso,West Africa,0,0.272727273,0.272727273
PI586176,Burkina Faso,West Africa,0,0,0
PI586178,Burkina Faso,West Africa,0,0,0
PI586179,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586181,Burkina Faso,West Africa,0,0,0
PI586182,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586183,Burkina Faso,West Africa,0,0.454545455,0.454545455
PI586184,Burkina Faso,West Africa,0,0.545454545,0.545454545
PI586185,Burkina Faso,West Africa,0,0,0
PI586201,Burkina Faso,West Africa,0.166666667,0.727272727,0.893939394
PI586205,Burkina Faso,West Africa,0,0.636363636,0.636363636
PI586239,Burkina Faso,West Africa,0,0,0
PI586259,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586272,Burkina Faso,West Africa,0,0,0
PI586356,Burkina Faso,West Africa,0,0,0
PI586357,Burkina Faso,West Africa,0,0.545454545,0.545454545
PI586359,Burkina Faso,West Africa,0,0.545454545,0.545454545
PI586360,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586361,Burkina Faso,West Africa,0,0.272727273,0.272727273
PI586362,Burkina Faso,West Africa,0,0,0
PI586363,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586364,Burkina Faso,West Africa,0,0.181818182,0.181818182
PI586365,Burkina Faso,West Africa,0,0.272727273,0.272727273
PI586366,Burkina Faso,West Africa,0,0,0
PI586367,Burkina Faso,West Africa,0,0.090909091,0.090909091
PI586368,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586369,Burkina Faso,West Africa,0,0.363636364,0.363636364
PI586370,Burkina Faso,West Africa,0,0,0
PI586371,Burkina Faso,West Africa,0,0,0
PI586374,Burkina Faso,West Africa,0,0,0
PI586377,Cameroon,Central Africa,0,0,0
PI586378,Cameroon,Central Africa,0,0,0
PI586387,Cameroon,Central Africa,0,0,0
PI586388,Cameroon,Central Africa,0,0,0
PI586394,Cameroon,Central Africa,0,0,0
PI586403,Cameroon,Central Africa,0,0,0
PI586404,Cameroon,Central Africa,0,0,0
PI586405,Cameroon,Central Africa,0,0,0
PI586464,South Africa,South Africa,0,0,0
PI586465,South Africa,South Africa,0,0,0
PI586466,South Africa,South Africa,0,0,0
PI586467,South Africa,South Africa,0,0,0
PI586470,South Africa,South Africa,0,0,0
PI586471,South Africa,South Africa,0,0,0
PI586472,South Africa,South Africa,0,0,0
PI586473,South Africa,South Africa,0,0,0
PI586476,South Africa,South Africa,0,0,0
PI586477,South Africa,South Africa,0.166666667,0,0.166666667
PI586479,South Africa,South Africa,0,0,0
PI586480,South Africa,South Africa,0,0,0
PI586481,South Africa,South Africa,0,0,0
PI586482,South Africa,South Africa,0,0,0
PI586483,South Africa,South Africa,0,0,0
PI586493,South Africa,South Africa,0.166666667,0,0.166666667
PI586498,South Africa,South Africa,0,0,0
PI586499,South Africa,South Africa,0,0,0
PI586500,South Africa,South Africa,0,0,0
PI586501,South Africa,South Africa,0,0,0
PI586503,South Africa,South Africa,0,0,0
PI586510,South Africa,South Africa,0,0,0
PI586511,South Africa,South Africa,0,0,0
PI595699,India,South Asia,0,0,0
PI597946,Kenya,East Africa,0,0,0
PI597949,India,South Asia,0,0,0
PI597950,India,South Asia,0,0,0
PI597952,Sudan,East Africa,0,0,0
PI597953,Nigeria,West Africa,0,0,0
PI597954,Nigeria,West Africa,0,0,0
PI597957,Eritrea,East Africa,0,0,0
PI597964,Ethiopia,East Africa,0,0,0
PI608862,Mali,West Africa,0,0,0
PI608863,Mali,West Africa,0,0,0
PI608864,Mali,West Africa,0,0,0
PI608865,Mali,West Africa,0,0,0
PI609094,Mali,West Africa,0,0,0
PI609200,Mali,West Africa,0.166666667,0,0.166666667
PI609918,Mali,West Africa,0.166666667,0,0.166666667
PI609919,Mali,West Africa,0.166666667,0,0.166666667
PI610034,Mali,West Africa,0,0,0
PI612776,Mali,West Africa,0,0,0
PI612777,Mali,West Africa,0,0,0
PI619639,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI619640,United Republic of Tanzania,East Africa,0,0,0
PI619641,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI619642,United Republic of Tanzania,East Africa,0,0,0
PI619643,United Republic of Tanzania,East Africa,0,0,0
PI619688,Uganda,East Africa,0,0,0
PI619689,Uganda,East Africa,0,0,0
PI619695,Uganda,East Africa,0,0,0
PI619696,Uganda,East Africa,0,0,0
PI619697,Uganda,East Africa,0,0,0
PI619698,Uganda,East Africa,0.333333333,0,0.333333333
PI619701,Uganda,East Africa,0,0,0
PI619702,Uganda,East Africa,0,0,0
PI619713,Uganda,East Africa,0.5,0,0.5
PI619716,Uganda,East Africa,0,0,0
PI619719,Uganda,East Africa,0.166666667,0,0.166666667
PI619720,Uganda,East Africa,0.5,0,0.5
PI619721,Uganda,East Africa,0.5,0,0.5
PI619733,Uganda,East Africa,0,0,0
PI619734,Uganda,East Africa,0.5,0,0.5
PI619735,Uganda,East Africa,0.166666667,0.090909091,0.257575758
PI619765,Uganda,East Africa,0.166666667,0,0.166666667
PI619773,Uganda,East Africa,0,0,0
PI619807,Uganda,East Africa,0,0,0
PI619813,Uganda,East Africa,0,0,0
PI619816,Uganda,East Africa,0,0,0
PI619829,Uganda,East Africa,0.5,0.090909091,0.590909091
PI619830,Uganda,East Africa,0,0,0
PI619838,Uganda,East Africa,0,0,0
PI619860,Uganda,East Africa,0.333333333,0,0.333333333
PI619863,Uganda,East Africa,0.333333333,0,0.333333333
PI619879,Uganda,East Africa,0,0,0
PI619890,Uganda,East Africa,0,0,0
PI619896,Uganda,East Africa,0.5,0,0.5
PI619897,Uganda,East Africa,0.333333333,0,0.333333333
PI619901,Uganda,East Africa,0.333333333,0,0.333333333
PI619902,Uganda,East Africa,0.333333333,0,0.333333333
PI619903,Uganda,East Africa,0,0,0
PI619904,Uganda,East Africa,0.333333333,0,0.333333333
PI619920,Uganda,East Africa,0.166666667,0,0.166666667
PI619921,Uganda,East Africa,0,0,0
PI619928,Uganda,East Africa,0.333333333,0.090909091,0.424242424
PI619930,Uganda,East Africa,0.333333333,0,0.333333333
PI619932,Uganda,East Africa,0,0,0
PI619933,Uganda,East Africa,0.333333333,0,0.333333333
PI619935,Uganda,East Africa,0.333333333,0,0.333333333
PI619938,Uganda,East Africa,0.5,0,0.5
PI619939,Uganda,East Africa,0.5,0,0.5
PI619941,Uganda,East Africa,0,0,0
PI619950,Uganda,East Africa,0.333333333,0,0.333333333
PI619955,Uganda,East Africa,0,0,0
PI619956,Uganda,East Africa,0.5,0,0.5
PI619958,Uganda,East Africa,0,0,0
PI619959,Uganda,East Africa,0,0,0
PI619960,Uganda,East Africa,0.166666667,0,0.166666667
PI619962,Uganda,East Africa,0.166666667,0,0.166666667
PI619970,Uganda,East Africa,0.333333333,0,0.333333333
PI619972,Uganda,East Africa,0.333333333,0,0.333333333
PI619978,Uganda,East Africa,0.166666667,0,0.166666667
PI619981,Uganda,East Africa,0.166666667,0,0.166666667
PI619982,Uganda,East Africa,0.333333333,0,0.333333333
PI619983,Uganda,East Africa,0.333333333,0,0.333333333
PI619986,Uganda,East Africa,0,0,0
PI619987,Uganda,East Africa,0,0,0
PI619988,Uganda,East Africa,0,0,0
PI619989,Uganda,East Africa,0,0,0
PI619994,Uganda,East Africa,0,0,0
PI620007,Uganda,East Africa,0.166666667,0,0.166666667
PI620020,Uganda,East Africa,0.166666667,0,0.166666667
PI620024,Uganda,East Africa,0.333333333,0,0.333333333
PI620026,Uganda,East Africa,0.5,0,0.5
PI620050,Uganda,East Africa,0.333333333,0,0.333333333
PI620055,Uganda,East Africa,0.166666667,0,0.166666667
PI620072,Uganda,East Africa,0.333333333,0,0.333333333
PI620083,Uganda,East Africa,0.333333333,0,0.333333333
PI620086,Uganda,East Africa,0.166666667,0,0.166666667
PI620090,Uganda,East Africa,0,0,0
PI620092,Uganda,East Africa,0.166666667,0,0.166666667
PI620094,Uganda,East Africa,0.333333333,0,0.333333333
PI620097,Uganda,East Africa,0.5,0,0.5
PI620102,Uganda,East Africa,0.333333333,0,0.333333333
PI620105,Uganda,East Africa,0.333333333,0,0.333333333
PI620106,Uganda,East Africa,0.333333333,0,0.333333333
PI620110,Uganda,East Africa,0.333333333,0,0.333333333
PI620111,Uganda,East Africa,0.166666667,0,0.166666667
PI620112,Uganda,East Africa,0.333333333,0,0.333333333
PI620119,Uganda,East Africa,0.333333333,0,0.333333333
PI620120,Uganda,East Africa,0.333333333,0,0.333333333
PI620121,Uganda,East Africa,0.166666667,0,0.166666667
PI620122,Uganda,East Africa,0.166666667,0,0.166666667
PI620129,Uganda,East Africa,0.333333333,0,0.333333333
PI620140,Uganda,East Africa,0.166666667,0,0.166666667
PI620150,Uganda,East Africa,0.333333333,0,0.333333333
PI620156,Uganda,East Africa,0.333333333,0,0.333333333
PI620157,Uganda,East Africa,0.333333333,0,0.333333333
PI620173,Uganda,East Africa,0.166666667,0,0.166666667
PI620180,Uganda,East Africa,0.5,0,0.5
PI620181,Uganda,East Africa,0.5,0,0.5
