pi,country,region,score.prc,score.temp,score
IS29239,Eswatini,South Africa,0.333333333,0,0.333333333
IS29241,Eswatini,South Africa,0.333333333,0,0.333333333
IS29304,Eswatini,South Africa,0.333333333,0,0.333333333
IS29310,Eswatini,South Africa,0,0,0
IS29314,Eswatini,South Africa,0,0,0
IS29326,Eswatini,South Africa,0.333333333,0,0.333333333
IS29335,Eswatini,South Africa,0.333333333,0,0.333333333
IS29358,Lesotho,South Africa,0,0,0
IS29392,Lesotho,South Africa,0,0,0
IS29407,Lesotho,South Africa,0,0,0
IS29409,Lesotho,South Africa,0,0,0
IS29441,South Africa,South Africa,0,0,0
IS29468,Lesotho,South Africa,0,0,0
IS29472,Lesotho,South Africa,0,0,0
IS29496,Lesotho,South Africa,0,0,0
IS29565,Lesotho,South Africa,0,0,0
IS29568,Lesotho,South Africa,0,0,0
IS29569,Lesotho,South Africa,0,0,0
IS29582,Lesotho,South Africa,0,0,0
IS29685,Zimbabwe,East Africa,0,0,0
IS29689,Zimbabwe,East Africa,0,0,0
IS29691,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS29714,Zimbabwe,East Africa,0,0,0
IS29733,Zimbabwe,East Africa,0,0,0
IS29757,Zimbabwe,East Africa,0,0,0
IS29772,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS29798,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS29808,Zimbabwe,East Africa,0,0,0
IS29838,Zimbabwe,East Africa,0,0,0
IS29856,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS29860,Zimbabwe,East Africa,0,0,0
IS29866,Zimbabwe,East Africa,0,0,0
IS29870,Zimbabwe,East Africa,0,0,0
IS29872,Zimbabwe,East Africa,0,0,0
IS29876,Zimbabwe,East Africa,0,0,0
IS29911,Zimbabwe,East Africa,0,0,0
IS29914,Zimbabwe,East Africa,0,0,0
IS29950,Zimbabwe,East Africa,0,0,0
IS29966,Zimbabwe,East Africa,0,0,0
IS29977,Zimbabwe,East Africa,0,0,0
IS30024,Zimbabwe,East Africa,0,0,0
IS30079,Zimbabwe,East Africa,0,0,0
IS30092,Zimbabwe,East Africa,0,0,0
IS30095,Zimbabwe,East Africa,0,0,0
IS30122,Zimbabwe,East Africa,0,0,0
IS30145,Zimbabwe,East Africa,0,0,0
IS30175,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS30205,Zimbabwe,East Africa,0,0,0
IS30207,Zimbabwe,East Africa,0,0,0
IS30213,Zimbabwe,East Africa,0,0,0
IS30231,Zimbabwe,East Africa,0.166666667,0,0.166666667
IS30318,China,East Asia,0,0.090909091,0.090909091
IS30319,China,East Asia,0,0.090909091,0.090909091
IS30335,China,East Asia,0,0.090909091,0.090909091
IS30359,China,East Asia,0,0.090909091,0.090909091
IS30360,China,East Asia,0,0.090909091,0.090909091
IS30371,China,East Asia,0,0.090909091,0.090909091
IS30383,China,East Asia,0,0.090909091,0.090909091
IS30391,China,East Asia,0,0.090909091,0.090909091
IS30397,China,East Asia,0,0.090909091,0.090909091
IS30398,China,East Asia,0,0.090909091,0.090909091
IS30400,China,East Asia,0,0.090909091,0.090909091
IS30401,China,East Asia,0,0.090909091,0.090909091
IS30405,China,East Asia,0,0.090909091,0.090909091
IS30407,China,East Asia,0,0.090909091,0.090909091
IS30409,China,East Asia,0,0.090909091,0.090909091
IS30417,China,East Asia,0,0.090909091,0.090909091
IS30422,China,East Asia,0,0.090909091,0.090909091
IS30436,China,East Asia,0,0.090909091,0.090909091
IS30441,China,East Asia,0,0.090909091,0.090909091
IS30443,China,East Asia,0,0.090909091,0.090909091
IS30444,China,East Asia,0,0.090909091,0.090909091
IS30450,China,East Asia,0,0.090909091,0.090909091
IS30451,China,East Asia,0,0.090909091,0.090909091
IS30452,China,East Asia,0,0.090909091,0.090909091
IS30455,China,East Asia,0,0.090909091,0.090909091
IS30460,China,East Asia,0,0.090909091,0.090909091
IS30466,China,East Asia,0,0.090909091,0.090909091
IS30572,Cameroon,Central Africa,0,0.818181818,0.818181818
IS30619,Cameroon,Central Africa,0,0,0
IS3073,Sudan,East Africa,0,0,0
IS30748,Cameroon,Central Africa,0,0,0
IS3075,Sudan,East Africa,0,0,0
IS30838,Cameroon,Central Africa,0,0.090909091,0.090909091
IS30853,Cameroon,Central Africa,0,0,0
IS30855,Cameroon,Central Africa,0,0,0
IS30858,Cameroon,Central Africa,0,0,0
IS30860,Cameroon,Central Africa,0,0,0
IS30864,Cameroon,Central Africa,0,0,0
IS30867,Cameroon,Central Africa,0,0,0
IS30868,Cameroon,Central Africa,0,0,0
IS30898,Uganda,East Africa,0,0,0
IS31043,Uganda,East Africa,0,0.090909091,0.090909091
IS31123,Uganda,East Africa,0.333333333,0,0.333333333
IS31179,Uganda,East Africa,0,0,0
IS31186,Uganda,East Africa,0.333333333,0,0.333333333
IS31195,Uganda,East Africa,0.333333333,0,0.333333333
IS31202,Uganda,East Africa,0.166666667,0,0.166666667
IS3127,Afghanistan,South Asia,0,0,0
IS31299,Uganda,East Africa,0.5,0,0.5
IS31446,Uganda,East Africa,0.333333333,0.090909091,0.424242424
IS31533,Burundi,East Africa,0,0,0
IS31557,Burundi,East Africa,0.166666667,0,0.166666667
IS31559,Burundi,East Africa,0,0,0
IS31666,Democratic Republic of the Congo,Central Africa,0.166666667,0,0.166666667
IS31706,Yemen,West Asia,0,0,0
IS31714,Yemen,West Asia,0,0,0
IS31852,Yemen,West Asia,0,0,0
IS31861,Yemen,West Asia,0,0,0
IS31869,Yemen,West Asia,0,0,0
IS31965,Yemen,West Asia,0,0,0
IS32050,Yemen,West Asia,0,0,0
IS32087,Yemen,West Asia,0,0,0
IS32092,Yemen,West Asia,0,0,0
IS32150,Yemen,West Asia,0,0,0
IS32245,Yemen,West Asia,0,0,0
IS32262,Yemen,West Asia,0,0,0
IS32337,India,South Asia,0,0,0
IS32349,India,South Asia,0.166666667,0,0.166666667
IS32357,India,South Asia,0.166666667,0,0.166666667
IS32370,India,South Asia,0,0,0
IS32373,India,South Asia,0.166666667,0,0.166666667
IS32401,India,South Asia,0.166666667,0,0.166666667
IS32404,India,South Asia,0,0,0
IS32405,India,South Asia,0.166666667,0,0.166666667
IS32420,India,South Asia,0,0,0
IS32425,India,South Asia,0,0,0
IS32426,India,South Asia,0,0,0
IS32439,India,South Asia,0.166666667,0.181818182,0.348484848
IS32449,India,South Asia,0,0,0
IS32454,India,South Asia,0.166666667,0,0.166666667
IS32459,India,South Asia,0.166666667,0,0.166666667
IS32461,India,South Asia,0.166666667,0,0.166666667
IS32471,India,South Asia,0.166666667,0,0.166666667
IS32475,India,South Asia,0.166666667,0,0.166666667
IS32506,India,South Asia,0,0,0
IS32569,Somalia,East Africa,0,0.090909091,0.090909091
IS32571,Somalia,East Africa,0,0.272727273,0.272727273
IS32685,Somalia,East Africa,0,0.272727273,0.272727273
IS32754,Somalia,East Africa,0,0,0
IS32986,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
IS33023,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
IS33173,Cameroon,Central Africa,0,0,0
IS33178,Cameroon,Central Africa,0,0,0
IS33209,Cameroon,Central Africa,0,0,0
IS33242,Cameroon,Central Africa,0,0,0
IS33261,Cameroon,Central Africa,0,0,0
IS33716,India,South Asia,0,0,0
IS33844,India,South Asia,0,0,0
IS33861,India,South Asia,0,0,0
IS33973,India,South Asia,0,0,0
IS33984,India,South Asia,0,0,0
IS34008,India,South Asia,0,0,0
IS34017,India,South Asia,0.333333333,0.363636364,0.696969697
IS34029,India,South Asia,0,0,0
IS34035,India,South Asia,0.166666667,0.363636364,0.53030303
IS34067,India,South Asia,0.333333333,0.363636364,0.696969697
IS34083,India,South Asia,0.166666667,0.454545455,0.621212121
IS34139,India,South Asia,0,0.454545455,0.454545455
IS34150,India,South Asia,0.166666667,0.363636364,0.53030303
IS34219,India,South Asia,0,0,0
IS34226,Botswana,South Africa,0,0,0
IS3443,Sudan,East Africa,0,0,0
IS3457,South Sudan,East Africa,0,0,0
IS34778,Central African Republic,Central Africa,0,0,0
IS34781,Central African Republic,Central Africa,0,0,0
IS34814,Central African Republic,Central Africa,0,0,0
IS34840,Central African Republic,Central Africa,0,0,0
IS34851,Central African Republic,Central Africa,0,0,0
IS34860,Central African Republic,Central Africa,0,0,0
IS34895,Central African Republic,Central Africa,0,0,0
IS34901,Central African Republic,Central Africa,0,0,0
IS34906,Central African Republic,Central Africa,0,0,0
IS34908,Central African Republic,Central Africa,0,0,0
IS34909,Central African Republic,Central Africa,0,0,0
IS34913,Central African Republic,Central Africa,0,0,0
IS34928,Central African Republic,Central Africa,0,0,0
IS34938,Central African Republic,Central Africa,0,0,0
IS34939,Central African Republic,Central Africa,0,0,0
IS34947,Central African Republic,Central Africa,0,0,0
IS34954,Central African Republic,Central Africa,0,0,0
IS34965,Central African Republic,Central Africa,0,0,0
IS34976,Democratic Republic of the Congo,Central Africa,0,0,0
IS3507,Sudan,East Africa,0,0,0
IS3511,Sudan,East Africa,0.166666667,0.090909091,0.257575758
IS35170,Botswana,South Africa,0,0,0
IS35214,Pakistan,South Asia,0,0,0
IS35215,Pakistan,South Asia,0,0,0
IS35218,Pakistan,South Asia,0.166666667,0.090909091,0.257575758
IS35222,Pakistan,South Asia,0,0,0
IS35225,Pakistan,South Asia,0,0,0
IS35229,Pakistan,South Asia,0,0,0
IS35230,Pakistan,South Asia,0,0,0
IS35231,Pakistan,South Asia,0,0,0
IS35239,Pakistan,South Asia,0,0,0
IS35240,Pakistan,South Asia,0,0,0
IS35244,Pakistan,South Asia,0,0,0
IS35246,Pakistan,South Asia,0.166666667,0.272727273,0.439393939
IS35250,Pakistan,South Asia,0.166666667,0.181818182,0.348484848
IS35254,Pakistan,South Asia,0,0,0
IS35255,Pakistan,South Asia,0,0,0
IS35427,Uganda,East Africa,0.166666667,0,0.166666667
IS35471,Namibia,South Africa,0,0,0
IS35475,Namibia,South Africa,0,0,0
IS35478,Namibia,South Africa,0,0,0
IS35480,Angola,Central Africa,0,0,0
IS35483,Namibia,South Africa,0,0,0
IS35503,Namibia,South Africa,0,0,0
IS35506,Namibia,South Africa,0,0,0
IS35507,Namibia,South Africa,0,0,0
IS35509,Namibia,South Africa,0,0,0
IS35510,Namibia,South Africa,0,0,0
IS35522,Namibia,South Africa,0,0,0
IS35526,Namibia,South Africa,0,0,0
IS35553,Namibia,South Africa,0,0,0
IS35567,Namibia,South Africa,0,0,0
IS35570,Namibia,South Africa,0,0,0
IS35574,Namibia,South Africa,0,0,0
IS35579,Namibia,South Africa,0,0,0
IS35602,Namibia,South Africa,0,0,0
IS35604,Namibia,South Africa,0,0,0
IS3582,Sudan,East Africa,0,0,0
IS3583,Sudan,East Africa,0,0,0
IS36052,India,South Asia,0,0,0
IS36058,India,South Asia,0,0,0
IS36060,India,South Asia,0,0,0
IS36081,India,South Asia,0,0,0
IS36088,India,South Asia,0,0,0
IS36100,India,South Asia,0,0,0
IS36102,India,South Asia,0,0.090909091,0.090909091
IS36239,India,South Asia,0,0,0
IS36247,India,South Asia,0,0,0
IS36317,India,South Asia,0,0,0
IS36324,India,South Asia,0,0,0
IS36329,India,South Asia,0,0,0
IS36336,India,South Asia,0,0,0
IS36342,India,South Asia,0,0,0
IS36398,India,South Asia,0,0,0
IS36401,India,South Asia,0,0,0
IS36403,India,South Asia,0,0,0
IS36404,India,South Asia,0,0,0
IS36450,India,South Asia,0,0.090909091,0.090909091
IS36452,India,South Asia,0,0,0
IS3696,Republic of China,East Asia,0,0.090909091,0.090909091
IS37124,Zambia,East Africa,0,0,0
IS37125,Zambia,East Africa,0,0,0
IS37127,Zambia,East Africa,0,0,0
IS37128,Zambia,East Africa,0,0,0
IS37129,Zambia,East Africa,0,0,0
IS37133,Zambia,East Africa,0,0,0
IS37134,Zambia,East Africa,0,0,0
IS37135,Zambia,East Africa,0,0,0
IS37136,Zambia,East Africa,0,0,0
IS37140,Zambia,East Africa,0,0,0
IS37146,Namibia,South Africa,0,0,0
IS37203,India,South Asia,0,0,0
IS37234,India,South Asia,0,0,0
IS37569,Ethiopia,East Africa,0,0,0
IS3762,Japan,East Asia,0,0.090909091,0.090909091
IS37746,Ethiopia,East Africa,0,0,0
IS37978,Ethiopia,East Africa,0,0,0
IS38021,Ethiopia,East Africa,0,0,0
IS38026,Ethiopia,East Africa,0,0,0
IS38159,Ethiopia,East Africa,0,0,0
IS38683,Ethiopia,East Africa,0,0,0
IS3885,Mali,West Africa,0,0,0
IS3905,Mali,West Africa,0,0,0
IS39453,Ethiopia,East Africa,0,0,0
IS39462,Ethiopia,East Africa,0,0,0
IS39463,Ethiopia,East Africa,0,0,0
IS39474,Ethiopia,East Africa,0,0,0
IS39496,Ethiopia,East Africa,0,0,0
IS39525,Ethiopia,East Africa,0,0,0
IS39672,Nigeria,West Africa,0,0,0
IS39677,Nigeria,West Africa,0,0,0
IS39713,Nigeria,West Africa,0,0.363636364,0.363636364
IS39764,Nigeria,West Africa,0,0,0
IS39778,Nigeria,West Africa,0,0.090909091,0.090909091
IS39780,Nigeria,West Africa,0,0,0
IS39783,Nigeria,West Africa,0,0,0
IS39791,Nigeria,West Africa,0,0,0
IS39797,Nigeria,West Africa,0,0,0
IS39809,Nigeria,West Africa,0,0,0
IS39810,Nigeria,West Africa,0,0,0
IS39814,Nigeria,West Africa,0,0,0
IS39815,Nigeria,West Africa,0,0,0
IS39819,Nigeria,West Africa,0,0,0
IS39913,Uganda,East Africa,0.333333333,0,0.333333333
IS39915,Uganda,East Africa,0.166666667,0,0.166666667
IS40005,Uganda,East Africa,0.333333333,0,0.333333333
IS4003,India,South Asia,0.166666667,0,0.166666667
IS40033,Nigeria,West Africa,0,0.454545455,0.454545455
IS40034,Nigeria,West Africa,0,0.090909091,0.090909091
IS40036,Nigeria,West Africa,0,0,0
IS40215,India,South Asia,0.166666667,0,0.166666667
IS4027,India,South Asia,0,0,0
IS40272,India,South Asia,0,0,0
IS40306,India,South Asia,0,0,0
IS40307,India,South Asia,0,0,0
IS40324,India,South Asia,0,0,0
IS40325,India,South Asia,0,0,0
IS40329,India,South Asia,0,0,0
IS4035,India,South Asia,0.166666667,0.090909091,0.257575758
IS40373,Uganda,East Africa,0,0,0
IS4060,India,South Asia,0.166666667,0.454545455,0.621212121
IS4064,India,South Asia,0,0.090909091,0.090909091
IS40729,India,South Asia,0,0,0
IS40730,India,South Asia,0,0,0
IS40757,India,South Asia,0,0,0
IS40771,India,South Asia,0,0,0
IS40791,India,South Asia,0,0,0
IS40803,India,South Asia,0,0,0
IS40819,India,South Asia,0,0,0
IS40822,India,South Asia,0,0,0
IS40824,India,South Asia,0,0,0
IS40841,India,South Asia,0,0,0
IS4092,India,South Asia,0.166666667,0.454545455,0.621212121
IS4112,India,South Asia,0,0,0
IS4127,India,South Asia,0.333333333,0.363636364,0.696969697
IS4207,India,South Asia,0.333333333,0.363636364,0.696969697
IS4246,India,South Asia,0.166666667,0.363636364,0.53030303
IS4248,India,South Asia,0.333333333,0.363636364,0.696969697
IS4254,India,South Asia,0.166666667,0.363636364,0.53030303
IS4269,India,South Asia,0.333333333,0.363636364,0.696969697
IS4277,India,South Asia,0,0,0
IS4285,India,South Asia,0,0.545454545,0.545454545
IS4307,India,South Asia,0.166666667,0.454545455,0.621212121
IS4308,India,South Asia,0.166666667,0.454545455,0.621212121
IS4332,India,South Asia,0.333333333,0.363636364,0.696969697
IS4339,India,South Asia,0.166666667,0.181818182,0.348484848
IS4347,India,South Asia,0.333333333,0.454545455,0.787878788
IS4360,India,South Asia,0.333333333,0.454545455,0.787878788
IS4372,India,South Asia,0.333333333,0.272727273,0.606060606
IS4378,India,South Asia,0.166666667,0.454545455,0.621212121
IS4405,India,South Asia,0.333333333,0.363636364,0.696969697
IS4416,India,South Asia,0,0,0
IS4489,India,South Asia,0.333333333,0.363636364,0.696969697
IS4515,India,South Asia,0,0.181818182,0.181818182
IS4543,India,South Asia,0,0,0
IS4581,India,South Asia,0,0.090909091,0.090909091
IS4613,India,South Asia,0,0.090909091,0.090909091
IS4631,India,South Asia,0,0.090909091,0.090909091
IS4698,India,South Asia,0.166666667,0,0.166666667
IS4726,India,South Asia,0.333333333,0.272727273,0.606060606
IS4734,India,South Asia,0,0,0
IS4758,India,South Asia,0,0,0
IS4776,India,South Asia,0,0.090909091,0.090909091
IS4788,India,South Asia,0,0.090909091,0.090909091
IS4798,India,South Asia,0,0,0
IS4809,India,South Asia,0,0,0
IS4821,India,South Asia,0,0.363636364,0.363636364
IS4855,India,South Asia,0.166666667,0.363636364,0.53030303
IS4951,India,South Asia,0,0.181818182,0.181818182
IS4963,India,South Asia,0,0,0
IS5094,India,South Asia,0,0.454545455,0.454545455
IS5106,India,South Asia,0,0,0
IS5125,India,South Asia,0,0,0
IS5134,India,South Asia,0,0,0
IS5139,India,South Asia,0,0,0
IS5158,India,South Asia,0,0,0
IS5166,India,South Asia,0,0,0
IS5177,India,South Asia,0,0,0
IS5194,India,South Asia,0,0,0
IS5219,India,South Asia,0,0,0
IS5233,India,South Asia,0,0,0
IS5257,India,South Asia,0,0,0
IS5282,India,South Asia,0,0,0
IS5290,India,South Asia,0,0,0
IS5295,India,South Asia,0.166666667,0,0.166666667
IS5301,India,South Asia,0,0.181818182,0.181818182
IS5313,India,South Asia,0,0,0
IS5325,India,South Asia,0.166666667,0,0.166666667
IS5326,India,South Asia,0,0,0
IS5328,India,South Asia,0,0,0
IS5335,India,South Asia,0.166666667,0,0.166666667
IS5339,India,South Asia,0,0,0
IS5348,India,South Asia,0,0,0
IS5386,India,South Asia,0,0.181818182,0.181818182
IS5404,India,South Asia,0,0,0
IS5409,India,South Asia,0,0,0
IS5456,India,South Asia,0,0,0
IS5464,India,South Asia,0,0,0
IS5469,India,South Asia,0,0,0
IS5491,India,South Asia,0,0,0
IS5499,India,South Asia,0,0,0
IS5622,India,South Asia,0,0,0
IS5667,India,South Asia,0,0,0
IS5689,India,South Asia,0,0,0
IS5720,India,South Asia,0,0,0
IS5788,India,South Asia,0.333333333,0.363636364,0.696969697
IS5804,India,South Asia,0.333333333,0.454545455,0.787878788
IS5815,India,South Asia,0.333333333,0.454545455,0.787878788
IS5818,India,South Asia,0.333333333,0.454545455,0.787878788
IS5824,India,South Asia,0.166666667,0.454545455,0.621212121
IS5832,India,South Asia,0,0,0
IS5839,India,South Asia,0.166666667,0.454545455,0.621212121
IS5855,India,South Asia,0,0,0
IS5867,India,South Asia,0.166666667,0.090909091,0.257575758
IS5900,India,South Asia,0.166666667,0,0.166666667
IS5910,India,South Asia,0.166666667,0,0.166666667
IS5919,India,South Asia,0.333333333,0.272727273,0.606060606
IS5928,India,South Asia,0,0,0
IS5972,India,South Asia,0.333333333,0.454545455,0.787878788
IS5980,India,South Asia,0.333333333,0.454545455,0.787878788
IS5995,India,South Asia,0.166666667,0.272727273,0.439393939
IS6004,Jammu-Kashmir,South Asia,0.333333333,0.363636364,0.696969697
IS6024,India,South Asia,0,0.272727273,0.272727273
IS6035,India,South Asia,0,0,0
IS6094,India,South Asia,0,0,0
IS6095,India,South Asia,0.333333333,0.363636364,0.696969697
IS6099,India,South Asia,0.333333333,0.454545455,0.787878788
IS6106,India,South Asia,0.166666667,0.090909091,0.257575758
IS6116,India,South Asia,0.333333333,0.363636364,0.696969697
IS6146,India,South Asia,0.166666667,0.363636364,0.53030303
IS6150,India,South Asia,0.166666667,0.090909091,0.257575758
IS6152,India,South Asia,0,0,0
IS6154,India,South Asia,0.166666667,0.181818182,0.348484848
IS6165,India,South Asia,0.166666667,0.363636364,0.53030303
IS6169,India,South Asia,0.166666667,0,0.166666667
IS6191,India,South Asia,0,0,0
IS6192,India,South Asia,0,0,0
IS6193,India,South Asia,0.166666667,0.090909091,0.257575758
IS6203,India,South Asia,0.166666667,0.363636364,0.53030303
IS6206,India,South Asia,0.166666667,0.363636364,0.53030303
IS6208,India,South Asia,0.166666667,0.363636364,0.53030303
IS6210,India,South Asia,0.166666667,0.454545455,0.621212121
IS6215,India,South Asia,0.166666667,0,0.166666667
IS6222,India,South Asia,0.166666667,0.454545455,0.621212121
IS6227,India,South Asia,0.166666667,0.181818182,0.348484848
IS6230,India,South Asia,0,0,0
IS6236,India,South Asia,0,0,0
IS6243,India,South Asia,0,0,0
IS6245,India,South Asia,0,0,0
IS6249,India,South Asia,0,0,0
IS6255,India,South Asia,0,0,0
IS6259,India,South Asia,0,0,0
IS6266,India,South Asia,0,0,0
IS6269,India,South Asia,0,0,0
IS6276,India,South Asia,0,0,0
IS6282,India,South Asia,0,0.090909091,0.090909091
IS6294,India,South Asia,0,0,0
IS6321,India,South Asia,0.166666667,0.454545455,0.621212121
IS6329,India,South Asia,0,0,0
IS6331,India,South Asia,0,0,0
IS6351,India,South Asia,0,0,0
IS6354,India,South Asia,0,0,0
IS6413,India,South Asia,0,0,0
IS6421,India,South Asia,0.166666667,0,0.166666667
IS7069,Sudan,East Africa,0,0,0
IS7277,Nigeria,West Africa,0,0,0
IS7304,Nigeria,West Africa,0,0,0
IS7305,Nigeria,West Africa,0.166666667,0,0.166666667
IS7310,Nigeria,West Africa,0.166666667,0,0.166666667
IS7312,Nigeria,West Africa,0,0,0
IS7314,Nigeria,West Africa,0,0,0
IS7343,Nigeria,West Africa,0,0.454545455,0.454545455
IS7348,Nigeria,West Africa,0,0,0
IS7360,Nigeria,West Africa,0,0,0
IS7367,Nigeria,West Africa,0,0.181818182,0.181818182
IS7386,Nigeria,West Africa,0,0,0
IS7389,Nigeria,West Africa,0,0,0
IS7403,Nigeria,West Africa,0,0.545454545,0.545454545
IS7408,Nigeria,West Africa,0,0,0
IS7411,Nigeria,West Africa,0,0.181818182,0.181818182
IS7418,Nigeria,West Africa,0,0,0
IS7419,Nigeria,West Africa,0,0,0
IS7424,Nigeria,West Africa,0,0,0
IS7428,Nigeria,West Africa,0,0.090909091,0.090909091
IS7447,Nigeria,West Africa,0,0.363636364,0.363636364
IS7463,Nigeria,West Africa,0,0,0
IS7469,Nigeria,West Africa,0,0,0
IS7480,Nigeria,West Africa,0,0.090909091,0.090909091
IS7486,Nigeria,West Africa,0,0.363636364,0.363636364
IS7490,Nigeria,West Africa,0,0,0
IS7492,Nigeria,West Africa,0,0,0
IS7506,Nigeria,West Africa,0,0.090909091,0.090909091
IS7508,Nigeria,West Africa,0,0,0
IS7535,Nigeria,West Africa,0,0,0
IS7620,Nigeria,West Africa,0,0,0
IS7643,Nigeria,West Africa,0,0,0
IS7679,Nigeria,West Africa,0,0.545454545,0.545454545
IS7689,Nigeria,West Africa,0,0,0
IS7696,Nigeria,West Africa,0,0,0
IS7702,Nigeria,West Africa,0,0,0
IS7704,Nigeria,West Africa,0,0,0
IS7722,Nigeria,West Africa,0,0,0
IS7763,Nigeria,West Africa,0,0,0
IS7773,Nigeria,West Africa,0,0,0
IS7792,Nigeria,West Africa,0,0.454545455,0.454545455
IS7802,Nigeria,West Africa,0,0,0
IS7806,Nigeria,West Africa,0,0,0
IS7812,Nigeria,West Africa,0,0,0
IS7825,Nigeria,West Africa,0,0,0
IS7834,Nigeria,West Africa,0,0,0
IS7835,Nigeria,West Africa,0,0,0
IS7836,Nigeria,West Africa,0,0.272727273,0.272727273
IS7843,Nigeria,West Africa,0,0.363636364,0.363636364
IS7845,Nigeria,West Africa,0,0,0
IS7849,Nigeria,West Africa,0,0,0
IS7861,Nigeria,West Africa,0,0,0
IS7887,Nigeria,West Africa,0,0.545454545,0.545454545
IS7889,Nigeria,West Africa,0,0,0
IS7892,Nigeria,West Africa,0,0,0
IS7920,Nigeria,West Africa,0,0.272727273,0.272727273
IS7923,Nigeria,West Africa,0,0.090909091,0.090909091
IS7948,Nigeria,West Africa,0,0,0
IS7957,Nigeria,West Africa,0,0.636363636,0.636363636
IS7958,Nigeria,West Africa,0,0,0
IS7987,Nigeria,West Africa,0,0.727272727,0.727272727
IS7995,Nigeria,West Africa,0,0,0
IS8310,India,South Asia,0,0.090909091,0.090909091
IS8777,Uganda,East Africa,0.333333333,0.090909091,0.424242424
IS8861,Kenya,East Africa,0.333333333,0,0.333333333
IS8916,Uganda,East Africa,0.5,0,0.5
IS9108,Kenya,East Africa,0.333333333,0,0.333333333
IS9113,Kenya,East Africa,0.333333333,0,0.333333333
IS9115,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
IS9168,Kenya,East Africa,0,0,0
IS9597,Niger,West Africa,0.166666667,0,0.166666667
IS9713,Sudan,East Africa,0,0,0
IS9720,Sudan,East Africa,0,0.090909091,0.090909091
IS9745,Sudan,East Africa,0,0.363636364,0.363636364
IS9830,Sudan,East Africa,0,0,0
IS9883,Sudan,East Africa,0,0,0
IS9911,Sudan,East Africa,0,0,0
PI151198,Ethiopia,East Africa,0,0,0
PI155541,Zambia,East Africa,0,0,0
PI213900,Kenya,East Africa,0,0,0
PI267621,Ethiopia,East Africa,0,0,0
PI285039,Nigeria,West Africa,0,0,0
PI285042,Nigeria,West Africa,0,0,0
PI329252,Ethiopia,East Africa,0,0,0
PI329256,Eritrea,East Africa,0,0,0
PI329285,Ethiopia,East Africa,0,0,0
PI329286,Ethiopia,East Africa,0,0,0
PI329299,Ethiopia,East Africa,0,0,0
PI329300,Ethiopia,East Africa,0,0,0
PI329301,Ethiopia,East Africa,0,0,0
PI329310,Ethiopia,East Africa,0,0,0
PI329311,Ethiopia,East Africa,0,0,0
PI329312,Ethiopia,East Africa,0,0,0
PI329316,Ethiopia,East Africa,0,0,0
PI329318,Ethiopia,East Africa,0,0,0
PI329319,Ethiopia,East Africa,0,0,0
PI329320,Ethiopia,East Africa,0,0,0
PI329325,Ethiopia,East Africa,0,0,0
PI329326,Ethiopia,East Africa,0,0,0
PI329333,Ethiopia,East Africa,0,0,0
PI329338,Ethiopia,East Africa,0,0,0
PI329351,Ethiopia,East Africa,0,0,0
PI329394,Ethiopia,East Africa,0,0,0
PI329403,Ethiopia,East Africa,0,0,0
PI329442,Eritrea,East Africa,0,0,0
PI329465,Ethiopia,East Africa,0,0,0
PI329466,Ethiopia,East Africa,0,0,0
PI329470,Ethiopia,East Africa,0,0,0
PI329471,Ethiopia,East Africa,0,0,0
PI329473,Ethiopia,East Africa,0,0,0
PI329475,Ethiopia,East Africa,0,0,0
PI329476,Ethiopia,East Africa,0,0,0
PI329477,Ethiopia,East Africa,0,0,0
PI329478,Ethiopia,East Africa,0,0,0
PI329480,Ethiopia,East Africa,0,0,0
PI329501,Ethiopia,East Africa,0,0,0
PI329504,Ethiopia,East Africa,0,0,0
PI329506,Ethiopia,East Africa,0,0,0
PI329510,Ethiopia,East Africa,0,0,0
PI329511,Ethiopia,East Africa,0,0,0
PI329517,Ethiopia,East Africa,0,0,0
PI329518,Ethiopia,East Africa,0,0,0
PI329519,Ethiopia,East Africa,0,0,0
PI329540,Ethiopia,East Africa,0,0,0
PI329541,Ethiopia,East Africa,0,0,0
PI329545,Ethiopia,East Africa,0,0,0
PI329546,Ethiopia,East Africa,0,0,0
PI329550,Ethiopia,East Africa,0,0,0
PI329551,Ethiopia,East Africa,0,0,0
PI329554,Ethiopia,East Africa,0,0,0
PI329556,Ethiopia,East Africa,0,0,0
PI329569,Ethiopia,East Africa,0,0,0
PI329570,Ethiopia,East Africa,0,0,0
PI329572,Ethiopia,East Africa,0,0,0
PI329583,Ethiopia,East Africa,0,0,0
PI329584,Ethiopia,East Africa,0,0,0
PI329585,Ethiopia,East Africa,0,0,0
PI329605,Ethiopia,East Africa,0,0,0
PI329606,Ethiopia,East Africa,0,0,0
PI329614,Ethiopia,East Africa,0,0,0
PI329615,Ethiopia,East Africa,0,0,0
PI329617,Ethiopia,East Africa,0,0,0
PI329618,Ethiopia,East Africa,0,0,0
