"gen_id","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"IS1041.D0D0HACXX.5.250046282",139.079219408119,-79.868316628343,104.7213983818,-36.4969704601168,55.7997705487002,-6.45430104937286,-66.5791538139552,-36.1166045637912,63.5764045818342,31.1075296408961
"IS1052.C1AB3ACXX.7.250137247",101.79238697713,-40.817272831513,136.667243691849,-52.4625445100833,34.1048164456609,-25.130174857489,-36.9350341589475,26.3450619183425,-59.9413976045534,77.9989592924355
"IS10757.D0D0HACXX.5.250046334",113.766708444622,-94.5093546126621,-11.0127617732338,0.202765301642482,-36.817632793241,1.65254807003034,41.3945905320792,-22.808371185722,-6.36100557317385,-56.1484573423444
"IS10801.628P7AAXX.7.250007025",54.9846438044142,-214.241040723656,42.10880932222,37.5382107827444,-1.12811945443944,56.0956885246342,-101.567074593199,-82.5633302796802,47.3031443925298,7.30458178722656
"IS10867.D0D0HACXX.5.250046335",70.2910112714547,-80.013181252528,-33.7253216923353,-29.2527217173829,34.1446948528566,69.3401048852036,28.3755844148535,54.5059647055778,-20.2039531724995,-29.8008076003498
"IS10876.628P7AAXX.7.250007049",49.253335375396,-53.3463850252225,-37.7269112252987,-25.3712913849761,-32.4159674357296,44.3857006580572,93.4335575598369,14.7550811856346,-24.0044838119465,65.7873032113285
"IS10882.628P7AAXX.7.250007073",41.1315947414402,-3.78534719992982,-8.38967482136049,23.1486706874208,-21.8304710013724,91.0879368600804,2.100772344054,3.24625538003923,-22.8540658629289,1.00526115605794
"IS10969.D0D0HACXX.5.250046336",50.6373992675791,44.0779001308743,87.6658158644144,3.39804024196,-35.6303894721031,-47.3742797537132,51.2401241784725,0.925169281174491,-15.5341908332291,-41.8055732770769
"IS11026.628P7AAXX.7.250007097",-48.036101161113,105.450215929031,39.0288703357514,-31.088316264607,34.8461734442052,-5.73715265626161,-20.0234352398393,-68.8875117814805,53.859636278124,-44.3205456128137
"IS1106.C1AB3ACXX.7.250137248",53.900752040773,3.43588358148808,-14.8817954437046,26.189433174351,53.5621553006228,72.8979543993203,9.27271995750718,-49.4968910496088,-26.1630767638178,1.56533619190932
"IS1107.C1AB3ACXX.7.250137249",92.2018737153991,-122.619157785099,29.0933447247449,-48.4321688268899,-90.6062867654655,-64.0102849464449,-50.0264516186883,43.6116501274481,-7.08064015709766,-96.8875929820873
"IS11119.628NVAAXX.5.250006899",83.9322572710738,-16.4392810808021,-23.3357991889152,39.471078896498,-27.8663415651948,-41.2913156468371,-78.1740074997465,53.9694618304552,2.4102301100303,-14.6340085991189
"IS1127.70MUKAAXX.1.250006394",-87.1793164699054,13.1747811449778,30.5473944403431,96.8761433739123,-19.0272655790385,38.4010255177661,-54.0362669827018,-9.05054390233211,52.9174363332217,-42.7632135913053
"IS11374.70MUKAAXX.2.250006018",-138.481299094771,0.601604396354104,66.8253165789443,-23.2324854585893,-8.43952421126982,-2.04340499094701,45.4857075690685,-6.29986366099595,-97.4803392025431,-60.9871874644233
"IS11424.C1AB3ACXX.7.250138388",-13.3664269503526,17.4699421430069,22.8327258479233,-9.1695188392822,35.6912588447655,18.8298793020297,64.6082905582882,-24.3893499174359,87.8436141607314,58.961190520046
"IS11431.C1AB3ACXX.7.250138389",46.3447252323338,7.42473431668659,-20.5778941179931,-37.289269811432,16.1133976322097,97.3225143995423,75.509215768528,7.36115618979848,14.6198910009032,39.3157519398557
"IS11473.D0D0HACXX.5.250046338",30.9581739031176,-27.2977302788204,0.523413964022711,137.609340224046,-64.6991478521305,-34.8033253528706,37.9112166961365,-46.1572401366326,40.3512673100133,54.0479251375007
"IS1151.C1AB3ACXX.7.250137250",63.0066165654752,27.3704308726646,80.4203751974728,-52.723581498691,25.5087340382991,-45.2214252307017,-47.0510322687499,-55.5000193754698,-56.8669511902459,-21.6404405827679
"IS11619.D0D0HACXX.5.250046339",25.7678893816986,-7.95958834601779,14.5006634979171,-42.9901484366827,-8.83789139762106,-6.07840388665572,-3.49820244505734,-73.5288530851192,3.08793616384336,32.6788213613146
"IS11758.B064FABXX.1.250009960",-59.8433376267377,49.4507408306549,29.9925625234619,37.7626589999662,24.5944679751906,49.912151052991,-21.5521554894298,-15.3165979083872,46.2049325732789,-57.1207430860335
"IS1182.C1AB3ACXX.7.250137251",42.7275007625098,69.5134697000929,-3.97894043599231,36.6135529892292,64.9732088461899,-96.4715956896616,-24.6036158331969,33.7599526285688,18.2229590021694,-82.1603532811483
"IS1186.C1AB3ACXX.7.250137252",-13.6358133605592,90.3607261358102,-61.8497045231123,37.7300487427899,102.627580725216,-35.5844567055902,-8.06382418719054,-6.45967122754081,49.4134534963687,-19.980462854685
"IS1187.C1AB3ACXX.7.250137253",52.2156333584551,10.4007986740957,-126.424956467444,-11.9803960587595,25.4945683917127,-13.4231093700455,-59.3277063366931,-75.7466088843369,-3.31282153000242,36.6432381017708
"IS11919.D0D0HACXX.5.250046340",-51.9302351723057,63.3881001459131,3.84027895583731,-10.4750590994848,17.8221924686442,57.6702970069509,27.3421952628479,24.0727752432644,30.9847869394846,10.8112987012756
"IS11954.MRG.4.250047668",-152.171246264983,42.2848611327408,41.7685344922294,33.8489569149527,-21.0563865498441,-5.303371993405,-14.1302052498498,18.9095945329186,25.5475936329952,7.07998920983847
"IS11960.D0D0HACXX.5.250046081",60.6120597996098,-31.2252209459559,1.67704409808869,-25.6274809583534,4.63009738414037,88.385395379554,29.9516765443589,-44.0129006930813,-50.3563801939279,-2.7482443539819
"IS12031.C1AB3ACXX.7.250138390",-46.2609929942886,57.4200820549938,10.7732833924103,15.0884186942985,21.659105719511,14.0127907279972,70.313839778036,1.63516121307979,-17.9713250384924,8.31404035940395
"IS12106.C1AB3ACXX.7.250138391",-56.221985463695,63.0879559630066,20.5078125615893,-21.9279750271402,19.3791336979719,47.9674380581402,14.3002602355649,-9.10825138722868,7.30321098018812,21.8003577268502
"IS12110.70MUKAAXX.2.250006030",28.7235190210715,14.2621545470702,3.65453917121358,56.1432156345652,-36.387091118809,70.2430730582138,-36.2119964926193,-102.037731015192,-7.68299559570933,15.0655801963282
"IS1212.D0D0HACXX.5.250045902",125.393205334879,-23.020812781685,66.2774639187679,-8.98163844085761,-2.98279720675687,-51.5175722078579,33.3419063212013,-23.7175053869994,-18.9649337125776,-4.508125997966
"IS12169.628NVAAXX.5.250006923",-31.8561371663721,34.1264894675827,24.1306379728676,6.17816239083862,2.11189868194286,60.0398740003274,55.4075965566603,-87.8092289280531,42.4021528093404,36.0262093654952
"IS1219.D0D0HACXX.5.250046284",56.0061338439176,20.9483522339043,121.947746864695,6.21524516222789,65.2067428973611,11.3283982513159,-43.5452812295461,36.0295101908925,65.5660820788387,21.5146893037161
"IS12302.D0D0HACXX.5.250046341",61.3084851166689,-8.79350422251197,-70.9023614591499,50.3092818474292,35.6167506941517,-11.7227085581716,18.051582726797,10.5850801270062,-97.2641911949592,-35.7028971048975
"IS1233.D0D0HACXX.5.250046285",126.15703166263,-133.562775112631,64.4050291631747,7.66763008251926,28.1486177542391,49.7262647159329,-6.96725481650057,17.2938058594902,1.51302439327642,-82.4097714986148
"IS1236.C1AB3ACXX.7.250137254",84.7051889651794,4.24736391073927,70.1181034152318,28.5271165552489,44.1713354476395,5.19403405173493,20.5053308072177,7.71573373361686,-2.83998382240906,-30.4988538923175
"IS1240.C1AB3ACXX.7.250137255",89.8008724746712,-17.978194471182,96.006622517874,-15.8145694840654,-9.30317911978229,-61.125245475091,-3.76773334893568,32.790084370032,-27.5603106971474,-19.8923141383684
"IS1243.C1AB3ACXX.7.250137256",67.5663295015046,19.0614246037033,56.2014138593854,16.2142904675051,-30.2301806457418,-28.142434581217,-35.1509308303733,-17.6318887292107,-39.4624373160984,40.7696208361418
"IS12447.628NVAAXX.5.250006947",114.248667311695,-93.7555010582921,4.1964727453695,-49.2441606011516,62.2044315608508,15.8395150283704,-63.5112752704585,104.947044613628,8.8037083331613,45.0762171928668
"IS1246.C1AB3ACXX.7.250137257",32.1235553688939,2.77434710698544,56.5322656605587,6.89905846268411,-39.7614113449477,-98.0453027442133,-28.4952432544867,12.5083637249708,-27.6300702956373,31.5272310940566
"IS12531.628NVAAXX.5.250006971",-228.797476760424,-40.4186870798832,8.21436661144775,-10.475860182902,-3.97671700987724,-15.3204148092869,26.2910898564637,-20.1190696741288,-3.60128458139476,-9.64623518564256
"IS1257.C1AB3ACXX.7.250137258",111.003798988965,-48.0342438639794,105.610939735673,-51.3535335470775,32.3493088149619,-30.1421009861575,-14.6854405969232,61.0797352355027,-41.8945012810918,-95.1447189987566
"IS12584.C1AB3ACXX.7.250138392",33.5552116322379,91.8969796142115,-2.99687586532702,39.705369924874,-30.403972413061,11.196630748543,5.58513920253547,49.9421447184079,71.2570559457529,-12.8644134974486
"IS12606.C1AB3ACXX.7.250138394",-257.608291120021,-68.0179046023673,-16.8669547692166,-35.6552465641075,22.6492337527122,-40.8295691928985,24.9611353570686,-3.69572161792778,-14.3021959564131,19.6622316199832
"IS12706.D0D0HACXX.5.250046345",83.7798996631612,-35.4619492382487,-69.0242568857745,-3.26181757784044,-31.9570915454115,11.8771836080336,-63.5099862239086,-23.0724954776961,-64.0927040721077,11.809367174667
"IS12734.C1AB3ACXX.7.250138395",-53.4763871501219,84.8708956932222,84.2988660395351,76.8253325729774,13.3589182078785,9.70277175419073,-65.9297414125793,13.9969448109057,14.9138746526388,45.0339642819267
"IS12735.D0D0HACXX.5.250046346",-45.0004552761865,43.0929998724151,-4.94001397118393,72.8412588594971,-54.3952801271859,41.0094591550056,38.8307413956326,-12.9123963722857,-30.8508468171016,56.7733922602038
"IS12740.C1AB3ACXX.7.250138396",22.7505306922699,25.2568617591221,151.499208422949,15.7896224826901,-3.05073034655683,-29.050062943545,-37.7154936437537,-52.2481398894069,15.5938517150237,52.360477406047
"IS12779.C1AB3ACXX.7.250138397",-47.6073530489172,45.3990927352428,69.7191011305031,-33.822052278693,19.408049970673,5.31382869942135,19.2281363820537,-49.3137218012094,-26.4490324959505,-109.666382176382
"IS12782.C1AB3ACXX.7.250138398",-17.2960058847758,25.789297668225,-11.2127800948126,3.35851563862688,22.8170292160665,32.3851318216068,18.799018631774,-26.265187627048,-46.0750561393023,34.6749002840593
"IS12789.C1AB3ACXX.7.250138399",70.5388926477851,55.09228903967,54.0946487458437,-33.0792974306458,-6.2528738134896,-12.9740511463184,56.950020099241,-10.5242637566005,-78.7314423264979,50.1886333104278
"IS12793.C1AB3ACXX.7.250138400",32.8472108545561,50.6539725649841,-8.56359853652448,49.3336067726806,-3.73140742365513,-33.3272062620918,-54.0320668000781,86.5511618047172,36.3249687514118,36.742162383829
"IS12796.C1AB3ACXX.7.250138401",-70.2361459556946,77.4117980086509,40.1218066506158,8.26209485500852,-19.8121083340335,5.17936257407436,-46.8569728592957,-10.7826593665893,-45.2348757108241,-13.2673599794666
"IS12801.C1AB3ACXX.7.250138402",-147.600623090656,40.6529658963014,34.7050063104263,4.74782805122024,-11.0424395513629,22.9474469275626,-19.4092088876399,11.7710956943105,-22.7188556148225,-67.2165136536242
"IS12804.628P7AAXX.7.250007027",-114.034564383226,25.5334690021429,50.8032299501014,-95.332803498412,22.9053850489893,-0.450449066075286,14.4790405752744,-35.2877482457725,-53.3756235842567,-51.4831891338897
"IS12805.C1AB3ACXX.7.250138403",-138.914848861544,61.6493655574731,38.6400980847443,49.6916710200109,4.82825727516803,22.8456911310105,20.9243569353476,-54.238400348585,32.3622488639599,21.8532925532045
"IS12808.C1AB3ACXX.7.250138404",48.770878873646,-39.5906742638743,18.4894012529197,-81.4756555918393,-63.0753066130835,-24.3101404637879,-25.3017252895457,-0.00536853801891218,-12.8022739785694,-25.8247951301004
"IS12810.C1AB3ACXX.7.250138405",8.99193868251292,88.931442409091,24.429261305381,54.9487766765906,61.2688359509345,16.2771576246972,-87.7948390854116,22.8388903908064,-63.7382849928915,3.4684739290964
"IS12811.C1AB3ACXX.7.250138406",-129.019330498619,48.6571844055626,76.3583397573722,45.4097761395183,-12.9537675925384,-33.2928910024699,10.9814389462914,25.0266550389341,73.2711117668794,65.5738310047961
"IS12813.C1AB3ACXX.7.250138407",-92.1024959875126,4.86940602592372,52.8586670428341,-41.210685146049,20.520953461058,5.78871687321423,31.1927915672279,45.4544632070538,88.6164285404154,-18.5392105998956
"IS12815.C1AB3ACXX.7.250138408",59.6605695841712,-85.4386380176718,23.6289488017024,22.2299794455436,123.182874373425,-7.724717212932,42.6918648475794,22.3305714224195,9.328477961144,-67.3914054746783
"IS12817.C1AB3ACXX.7.250138409",-148.671908024389,32.2817821738483,44.8394460766382,-19.5751922630671,-10.5434398990728,57.2394397690491,15.2764222243745,29.5576400063543,28.8842540783367,-7.01768893994806
"IS12818.C1AB3ACXX.7.250138410",77.2928749488367,-36.4906625514868,12.4633780102101,10.8331788090906,-54.3264461444178,-13.8551976836406,73.9205537853201,54.1389331776476,2.91192933708496,19.0206581579303
"IS12819.C1AB3ACXX.7.250138411",15.5699536904668,39.0740280820208,-14.0502256211009,11.5155244243209,60.9906285237625,22.1869681373336,-1.44743028075683,-59.1680290064331,-2.45695169436196,-89.687913040859
"IS12821.C1AB3ACXX.7.250138412",-80.3467904262387,86.8069634325166,35.7463906498055,-19.2475396114855,-8.30569049103448,30.4498095947272,8.49359034899563,39.61751214856,47.9008496851001,9.24283319037954
"IS12822.C1AB3ACXX.7.250138413",-153.859037456546,13.1683094942873,38.3996280501925,-8.18972842106205,-15.710622660648,42.2915096182826,-3.87738382841033,44.762963831163,-16.6204887977733,12.9887912455089
"IS12883.D0D0HACXX.5.250046348",28.9740849535052,46.3012944467184,141.26205049937,0.978298772971215,23.2044129848587,79.651350769987,30.9849931066246,-24.9567009345751,4.44099185218085,-3.20232848645157
"IS12931.628P7AAXX.7.250007051",18.6008588419897,41.1714551326722,-85.6412292333839,-3.88818307201904,105.861647093047,-45.1560738162831,-27.0728372301969,10.9695179455209,66.9629923121593,55.0851680100194
"IS12937.D0D0HACXX.5.250046349",85.3797643506928,21.2240775078012,70.8247243129595,46.2088006245061,42.3770615406418,10.8791898423541,4.93059307109151,-51.9678604255841,-67.1242005789612,48.8318354134529
"IS12945.D0D0HACXX.5.250046350",110.780658389313,-56.5098620857069,-49.3477400793224,37.6793254204439,42.1029601086995,17.0672373282947,-23.6797359110049,-165.010597515938,-14.4849248009272,-34.5785953077007
"IS12953.C1AB3ACXX.7.250138414",12.8671388094726,-1.19647535798801,-12.5926236515851,64.5384279703954,-68.2756973867984,-141.552477979849,-35.0794050001239,43.6065482403307,-60.2747427968305,-26.1682859966664
"IS12965.D0D0HACXX.5.250046351",157.078346727302,-70.7171461080146,39.3770444848085,-26.800714728617,-37.5465492511034,20.3851106536324,7.18147025305788,-12.8058917567948,14.404343394113,8.63720323413539
"IS13148.C1AB3ACXX.7.250138415",60.054668588356,-71.9566974342478,62.4251183584676,1.23920928982788,45.737467688771,-16.094606879385,-30.0279150304019,-45.3016327600893,-26.55067529452,73.4451099430893
"IS13155.C1AB3ACXX.7.250138416",39.7359575797259,-11.2562373578384,3.17904598477654,-63.2123617006886,28.3171208598471,15.8562550081336,-27.7706375146681,-57.5239040784731,14.880676057623,-87.6120324205364
"IS13263.C1AB3ACXX.7.250138417",-27.4209231506049,18.8302458595831,54.9131582892204,30.5457133144611,-0.182225812343443,12.9737614290358,-61.0590699971096,-94.2190712226774,-133.95643191992,81.9777483117448
"IS13264.D0D0HACXX.5.250046082",-64.9376652880538,39.2294430707453,11.0252497401255,23.7397104945493,-2.99744895529251,30.0237090978141,-15.9544015645531,-9.82362887084598,-27.2903026370073,20.8424037004588
"IS13294.D0D0HACXX.5.250046352",-12.7555635684219,62.8399144974072,-9.74232217559185,73.1172116573834,32.6607045046087,55.7729257477833,-0.422874509065794,-10.3899059222539,28.9111490675338,-29.4794957347158
"IS13452.628P7AAXX.7.250007075",127.601146691228,-210.325146613574,-18.0477073569769,67.3854490085328,-49.9656716673532,30.495135413841,25.7868784167901,34.7297822052848,8.78769920740331,-15.1166639236866
"IS13512.C1AB3ACXX.7.250138418",0.993451287974012,75.9217900984741,-21.01899327124,45.350257425254,-57.9110873890189,-33.2579586332796,-79.9391874878438,55.0586539019271,-77.9537379306709,33.7654939622125
"IS13515.C1AB3ACXX.7.250138419",30.6995456283304,8.39305620122148,4.71723681742573,10.249537426089,-24.9163251672651,-27.7712932549253,109.149916839433,58.2549983180379,-0.882668580711748,-73.4278035884503
"IS13549.D0D0HACXX.5.250046353",-38.4572899574839,78.1844745760908,4.83679826366471,45.082739481376,-27.944675749276,24.009114995188,40.6848310686638,45.8490350355462,7.654554430492,27.3964600768152
"IS1360.C1AB3ACXX.7.250137259",140.520928629785,-28.9470538603013,-0.61217245110177,44.3083271302645,-60.160707522525,-65.4101447988548,82.3232577813228,-51.5928458059698,50.0480619995043,90.9270637744831
"IS1371.C1AB3ACXX.7.250137260",117.22146130882,28.675909833506,94.2871014492684,0.389616474310063,65.3951102967415,13.5480469317011,13.4135166699899,12.6260952102672,-93.2482382519421,-4.80876113520779
"IS13782.D0D0HACXX.5.250046354",20.338563232959,-17.1839914555933,-83.654933207328,52.6873110129177,-2.54799714359373,29.0862454661582,35.6097242486669,-46.0512363482233,-78.0364158564193,6.09172865371849
"IS13791.628P7AAXX.7.250007099",27.3561686273871,76.4411296365721,-121.449551594968,-8.86503346443179,69.4766988636314,-91.4548102110263,8.6345840643208,38.9451175493494,-17.9021932446147,-17.2653869029819
"IS13827.70MUKAAXX.2.250006050",69.4585980362932,-218.915171063649,-51.3644688396727,54.0839774150467,-37.1813264757676,74.3316073596066,-82.8430429513972,-24.8239661114458,39.0541666931493,-18.2722647810739
"IS13845.628NVAAXX.5.250006901",51.5157174895684,-61.371282928447,-87.1617314560957,-57.7972383028913,97.4733321303042,-17.6949451462481,103.351184405681,38.6091613402592,-72.8415204260484,-81.8130375585593
"IS13893.D0D0HACXX.5.250046355",58.0485912015811,8.79226715999576,-97.0114759810189,71.0323946639195,131.832195916041,56.7101551622264,-29.9483033967593,-22.6745047623125,45.360556651614,-43.213214272042
"IS13919.D0D0HACXX.5.250046356",112.504266947807,-66.7925243160382,-92.7194282301222,43.8058922438337,135.390319983506,-6.41762399555196,5.82505032734651,29.3499241622519,-95.771904688604,-38.9805643924285
"IS13926.628NVAAXX.5.250006925",-12.6140138201446,81.8916195605271,-68.9409763109022,-14.9213392976304,99.5742231958562,112.133497151784,-46.0387719004817,38.2763905983496,-5.69048416848747,13.5677259934413
"IS13971.D0D0HACXX.5.250046357",80.1881519567528,6.20451901191906,-114.561698631058,16.6787410972426,22.9252596819606,37.4613543187888,-6.94183053354689,-2.27668794701763,-54.4668877763313,54.4990096687308
"IS1398.628NVAAXX.5.250006961",104.918900913533,-48.1849108152608,102.68404064202,-1.38220313424488,-0.448650084024265,-31.54901271595,89.8274182975726,64.4515894668922,-43.1837811865799,-52.3836384564317
"IS13989.628NVAAXX.5.250006949",88.2123130325903,113.296971026071,13.2244119732423,32.0554869658256,16.6442870515031,-49.4067339489094,27.6922874479914,8.84964740717737,-6.44341915663703,25.8120043513075
"IS1401.C1AB3ACXX.7.250137261",19.1014356453938,4.93247755287441,145.231030630687,-31.6934839187527,-9.86914086572087,-57.2524662360832,49.1441751099714,-62.0725731019843,51.4851818573499,-27.6571450760432
"IS14010.D0D0HACXX.5.250046358",150.6156383688,-49.2841313155729,-30.6811966573859,55.0616589940851,29.8468743884411,-11.3171503481276,21.6857345169248,87.2349751831901,-61.7803313353507,35.7552985774361
"IS14090.D0D0HACXX.5.250046359",129.410563127843,-110.63876027898,-15.4184705144915,21.9629105934189,76.4873897382138,13.5704467081018,69.8732787398029,7.31273235272284,-78.770482226889,-66.8878126927816
"IS14133.C1AB3ACXX.7.250138420",101.855348464469,33.3642247618506,-85.5117734106551,52.0591828247984,144.001118565923,-113.688344646814,-33.73330776972,5.18600357549759,21.2807001590141,2.72598637753977
"IS1416.C1AB3ACXX.7.250137262",53.0638654490061,57.2843988243138,0.756743765057448,24.249343397423,16.2086510143171,-23.1662933327267,-19.3547097853549,30.6950442522913,-79.3054473056504,18.2700372289756
"IS1425.C1AB3ACXX.7.250137263",120.199913136993,4.02540631134001,36.8313248623616,-23.5853084339562,55.5482582989189,-40.2833514764059,-24.8133617972816,-36.5455498148674,-63.293781403105,64.8836609562165
"IS14290.D0D0HACXX.5.250046360",-2.79187137006955,92.2693682375536,-68.4946898206089,-65.2096517463623,79.1667724981364,11.2448569217565,-64.3464095295816,-41.7380250024825,-23.1312834505868,-92.7154097828848
"IS14317.628NVAAXX.5.250006973",88.9772401888673,-88.9216341664861,-72.7823556892114,-51.6426576928892,16.9736175006395,-5.34777527165795,-82.9777335646614,-42.9359626882025,-77.8551472459051,4.82649254121316
"IS14331.628P7AAXX.7.250007029",53.5479148242598,88.9471362557515,-58.5389632985291,72.6092077874769,40.7474642067807,-93.697210911281,-25.3495420037141,0.98040172579356,28.8076742150521,-42.3896242677812
"IS14351.628P7AAXX.7.250007053",22.5072182187633,35.421570916084,-35.2171287353685,-23.5878776027417,60.4254208648309,7.82868906193348,1.14687832586109,-3.92904057569333,-148.09214219985,-91.682704169571
"IS14414.628P7AAXX.7.250007077",104.301603404454,46.5315298185846,-94.6792479362409,-35.7252302771201,-11.355341559571,-19.7836048887805,39.6280484640813,-19.4647173082194,-69.3933158030991,-47.2475704957309
"IS14444.C1AB3ACXX.7.250138421",87.3570767447657,-75.0119718625088,-39.6512313716715,-26.541805043362,60.2225057119764,-100.701194206982,14.4944449421751,66.1566818876481,-8.90191155963353,-108.654711610029
"IS14446.70MUKAAXX.2.250006019",108.349369855641,-27.5774225525603,-18.1024930859276,47.8630743679702,4.1979573787921,19.9468524198476,-34.3369770407776,-35.0990810799886,105.073861550635,-28.9281999563013
"IS14449.70MUKAAXX.2.250006046",36.8820605618142,-0.350775509799212,65.397715596689,62.9133120437673,-86.1467512562293,-53.0095627377589,14.4254656655984,-11.0249763362286,36.5300191353064,24.2429468043313
"IS14478.70MUKAAXX.2.250006051",92.2195846606441,-19.9844100451523,-19.7225644497566,30.0959910185887,-20.9624786380369,-5.55847769264871,96.3222240701433,12.200880094215,16.9022694196527,7.37623335963974
"IS14556.70MUKAAXX.2.250006075",87.3983381511539,-162.848801501253,-43.5025004603706,45.110475383119,35.9346094059485,55.6364524496461,60.5064503743936,34.2088539627129,8.80546496696096,12.7210889734874
"IS14567.MRG.4.250047680",-24.4490317979962,44.1119543002058,8.78883203150396,-16.7954549698873,-47.1416938465551,44.5390185170566,9.30805545779359,-6.85660048421353,-37.0460671379212,-45.4427143351524
"IS1464.C1AB3ACXX.7.250137264",105.643773404554,-0.990389780931582,98.3609468831647,3.73061036270574,75.8189497638375,-13.6852362122625,-67.1167190863411,81.4185939564588,2.65227453647351,22.8506570745668
"IS1469.C1AB3ACXX.7.250137265",120.161430793526,28.5895552410428,104.557801081743,-1.03046788600626,25.4551751801293,-61.6518111527156,-4.44906987612905,32.3812730924089,-51.1886391490987,66.4046102364348
"IS14719.MRG.4.250047681",-43.0225448055118,63.6497267812406,-24.1517994945673,54.284415119188,48.6068879471294,12.8996791703646,-68.4859334463531,-71.1841006975565,37.4248962407781,-56.9885266015319
"IS1472.C1AB3ACXX.7.250137266",50.6276216198842,31.491072270448,120.430112907561,-20.8898675843578,32.7799104804344,39.2616760419073,-3.17265386662278,-33.7218670991035,-136.133241182998,-20.8766046716348
"IS14724.C1AB3ACXX.7.250138424",71.3685738144579,-49.8496811539617,23.1883476076119,-25.2737213668004,47.9479394414628,-21.6463407060826,30.002189908794,4.49352562937232,42.2570769190343,78.1486477231515
"IS14735.70MUKAAXX.2.250006039",-74.3703755816701,52.5790180440093,37.6963402655107,72.3958344928655,22.4284691816037,70.4775185426838,3.81943638761084,-18.8472367399801,-11.5982013637822,-34.081637367358
"IS1477.C1AB3ACXX.7.250137267",56.0762891277921,86.0935235131687,99.574887818506,0.886873078286343,17.7438237473082,7.52771909393474,14.6068911541832,-52.2095528075312,-108.167150613126,-28.9572035506507
"IS14779.D0D0HACXX.5.250046361",66.7128795456596,-14.2870680266127,-33.242387982049,-37.1827269522675,-76.2342324176546,-22.8193811618369,-99.6625886006163,-0.329953267237653,-43.7367243478659,-27.5865503825254
"IS14861.D0D0HACXX.5.250046362",157.986462526742,-84.9864002860894,2.14134110701521,0.75999328699423,9.5432084368668,-0.667873603732069,61.3724646462481,-39.5893443876939,6.35696428381045,-22.4284749508531
"IS15170.D0D0HACXX.5.250046363",78.4664283163398,11.5863748750043,4.43773365458552,46.7613227949168,-76.1079340127033,36.3688915258148,53.2181164904682,19.1446726778349,-53.8486548878239,-68.126152759544
"IS1520.C1AB3ACXX.7.250137268",-10.9250174978752,53.346082244557,101.600842685093,-8.71566168533592,51.5990174161874,29.3318710018645,29.3453350330054,-23.2989063283912,-138.231296550999,-17.6034767510729
