"","1","2","3","4","5","6","7","8","9","10","gen_id","var"
"IS2379.D0D0HACXX.5.250046286",-2.95644490920089,-1.00751202255154,-1.16750903352068,-7.18109275406601,-1.75012144923885,1.18130530022335,-0.695004051171237,-3.24554937458128,0.642781743788584,-1.3023764241352,"IS2379.D0D0HACXX.5.250046286","Prc.Seas"
"IS2397.D0D0HACXX.5.250046289",-2.21424967387586,-0.00523658063317184,-3.47672310825457,-5.69000079117264,-4.00176280175366,1.76600205990081,-0.543257245832176,-5.091393317519,-0.0605005491501155,-0.623998051415196,"IS2397.D0D0HACXX.5.250046289","Prc.Seas"
"IS4060.D0D0HACXX.5.250046298",9.05470303907468,6.55420656445402,7.7266805418577,4.23514865334463,9.17353053426082,5.25810745453566,4.71466380987126,2.55501258898133,6.0035958921509,0.776334278013318,"IS4060.D0D0HACXX.5.250046298","Prc.Seas"
"IS4092.D0D0HACXX.5.250046299",8.55502355773508,9.2048739775475,6.21698543695369,-2.39179706571329,5.39533743920078,6.68436911574806,3.90597271912622,3.80244745803466,8.12627241134908,4.01804075060455,"IS4092.D0D0HACXX.5.250046299","Prc.Seas"
"IS4360.D0D0HACXX.5.250046300",8.14986505722638,6.5711227053242,7.81373948766718,0.552268600634281,5.39721900804131,4.48711122280838,4.52721837855204,2.74518293966031,7.86837180841286,0.578839867591326,"IS4360.D0D0HACXX.5.250046300","Prc.Seas"
"IS4372.D0D0HACXX.5.250046301",6.01628965427098,4.72450361140589,7.30434006918531,-0.282193300727816,6.09903541178472,3.9178821279977,4.44097509828856,1.98918824392666,5.78339208115344,-0.0518756615370669,"IS4372.D0D0HACXX.5.250046301","Prc.Seas"
"IS4515.D0D0HACXX.5.250046302",2.10968815119713,5.52522770964127,2.70318449665744,-2.51452716986102,-1.64876741377344,2.84844397121835,2.24106081272128,0.215233668198913,5.06646769296322,-3.13453322088071,"IS4515.D0D0HACXX.5.250046302","Prc.Seas"
"IS4581.D0D0HACXX.5.250046303",1.84490225374364,4.58184168191481,2.20461311734654,-2.58972705189395,-2.4828186900697,2.79185462905265,1.23470864322576,0.331273863126852,4.29722415742711,-1.81770344100581,"IS4581.D0D0HACXX.5.250046303","Prc.Seas"
"IS4613.D0D0HACXX.5.250046304",0.394770461504219,2.28097660609603,7.44329404314007,-1.77762259448844,-3.31556722908184,1.95022481800538,-0.0848658796595666,-0.384279207218894,6.63588423184408,-3.56175228885893,"IS4613.D0D0HACXX.5.250046304","Prc.Seas"
"IS4631.D0D0HACXX.5.250046305",1.05463482065499,4.7062358305317,1.79945314348538,-1.90589081629212,-2.20750962740881,3.09539664360778,0.934166387640835,0.561440272870604,4.85467686288563,-2.83568811216347,"IS4631.D0D0HACXX.5.250046305","Prc.Seas"
"IS4698.D0D0HACXX.5.250046306",4.41410703970255,6.02243749774079,3.65230086065845,-1.41776918377846,-2.07380422491524,3.11324708874462,2.60121875418337,0.457879817863868,5.57335567420584,-3.22540083088702,"IS4698.D0D0HACXX.5.250046306","Prc.Seas"
"IS4951.D0D0HACXX.5.250046307",3.66876756838848,3.73839648219835,4.63192336670869,0.00691022122041106,0.783925975262748,1.73271657603755,1.1544571769297,0.989777126733157,1.9022206775073,1.20023451443339,"IS4951.D0D0HACXX.5.250046307","Prc.Seas"
"IS5094.D0D0HACXX.5.250046308",-1.01189072229823,-0.00300323222389686,1.59315434299001,-2.0164968328952,-2.16728981809847,1.58877755202679,-1.07330482628625,-1.95284609719041,5.39471566602783,-5.83521597497349,"IS5094.D0D0HACXX.5.250046308","Prc.Seas"
"IS5295.D0D0HACXX.5.250046309",-1.11329812877127,0.955788032138769,4.27296269023395,-5.41064329758748,-0.812974760026361,2.33700283932565,-0.693114897089512,-0.365174004440363,2.477750926614,1.83272319512139,"IS5295.D0D0HACXX.5.250046309","Prc.Seas"
"IS5301.D0D0HACXX.5.250046310",-1.0598410378533,1.0857510776005,-0.124446555850909,-4.59817848880354,-4.55894529999198,1.54245762812005,-0.353583393969163,-0.408962090099749,4.670927584197,-2.62243476493164,"IS5301.D0D0HACXX.5.250046310","Prc.Seas"
"IS5386.D0D0HACXX.5.250046311",-3.14361509547059,0.628346127082513,-3.69447222114166,-3.95971010542947,-3.84545552668449,1.73136022268355,-1.49433280318534,-1.29859809653341,1.3528835626033,-1.17593681101247,"IS5386.D0D0HACXX.5.250046311","Prc.Seas"
"IS5667.D0D0HACXX.5.250046312",-2.5844780995183,-0.556139134164478,3.09823026771407,-4.22415384190412,-4.96177959259582,0.830666067965432,-0.801121000750626,-2.67058017984014,4.02624932001255,-5.43285032729303,"IS5667.D0D0HACXX.5.250046312","Prc.Seas"
"IS5919.D0D0HACXX.5.250046313",7.71783943337629,4.06335889058036,6.09277524711745,0.549120258370737,4.22166173738332,3.90877544057218,2.99010633684901,0.860803576767535,5.69576089617048,2.46703490284064,"IS5919.D0D0HACXX.5.250046313","Prc.Seas"
"IS6351.628NVAAXX.5.250006919",-1.60994168062554,0.346097298441602,-0.43665357125847,-4.67118713725863,-4.49683997101659,0.936472623459101,-1.19570796187069,-1.58643301503456,4.4200618351155,-5.22022165732691,"IS6351.628NVAAXX.5.250006919","Prc.Seas"
"IS6354.D0D0HACXX.5.250046315",-1.81473689815502,0.304827581665147,-0.300867823969151,-4.82100829620327,-4.40940897371989,0.962242866377598,-0.981964087876626,-1.38242269501591,4.07063968232294,-5.02529946235695,"IS6354.D0D0HACXX.5.250046315","Prc.Seas"
"IS6421.D0D0HACXX.5.250046316",1.51190280656348,5.1662467981861,4.56583624231505,-1.37856730538349,-0.852823159683307,2.77887428580487,0.710987658775982,-1.04794962194671,6.68290635639681,0.573413159718776,"IS6421.D0D0HACXX.5.250046316","Prc.Seas"
"IS7305.D0D0HACXX.5.250046319",6.04006894333984,4.8726967989393,3.68644470690968,0.430135318406716,2.70115360710049,5.50917841928363,2.1830820712347,2.05836478327262,5.96027033560185,0.540201619366153,"IS7305.D0D0HACXX.5.250046319","Prc.Seas"
"IS7310.D0D0HACXX.5.250046320",6.13299318440279,7.03972734888109,6.16898497175186,2.07980542758042,0.650674757463043,5.4813462256049,2.61393955918019,0.28651327074085,6.08433155273862,-1.52539446882511,"IS7310.D0D0HACXX.5.250046320","Prc.Seas"
"IS7679.D0D0HACXX.5.250046321",1.1250276922236,2.64751100212607,1.82425289863458,-2.44419338694509,-0.978049438588573,2.35308355302921,0.883104565360126,-1.34147033509195,3.97560387024953,-3.99097224870688,"IS7679.D0D0HACXX.5.250046321","Prc.Seas"
"IS7957.D0D0HACXX.5.250046322",3.58305876283063,3.29327047639298,5.53982868599782,-1.96346121738339,-0.0881889554623753,3.49056712929021,2.29410791032515,-0.779264171452235,2.87029288392489,-3.10178819202635,"IS7957.D0D0HACXX.5.250046322","Prc.Seas"
"IS7987.D0D0HACXX.5.250046323",3.87344856159956,3.30869354753365,3.68959588070117,-1.59427542079615,0.937573833037221,3.50477411638036,1.43203940041924,-0.61951375737609,5.2785509032405,-2.72114697072848,"IS7987.D0D0HACXX.5.250046323","Prc.Seas"
"IS8777.D0D0HACXX.5.250046327",-7.21731827694622,-5.35155112659428,-5.61921845796075,-7.40294013044974,-7.20624097554254,-1.33605334661906,-1.86361475354003,-7.04588941798695,-1.50869538668561,-7.32288838748952,"IS8777.D0D0HACXX.5.250046327","Prc.Seas"
"IS8916.D0D0HACXX.5.250046328",-8.1964984624107,-4.41824938516975,-8.50649466551321,-9.23955733613746,-4.21860341180211,-2.65185854472055,-3.74234268002071,-6.67167721926344,-0.469038181531961,-7.77376957568188,"IS8916.D0D0HACXX.5.250046328","Prc.Seas"
"IS9108.D0D0HACXX.5.250046329",-8.34997248549369,-10.4485417120556,-6.01478139489835,-10.2718322932306,-3.07881198413933,-3.45858873248268,-4.29773279841358,-3.24213148488502,-1.0855770835875,-4.51586921528121,"IS9108.D0D0HACXX.5.250046329","Prc.Seas"
"IS9113.D0D0HACXX.5.250046330",-7.44847026783428,-9.71719504284531,-8.03339242326605,-6.82964815500199,-4.96408725321366,-2.82233191047966,-4.26945097908788,-4.76977324052924,-1.70995324282235,-4.47281075947015,"IS9113.D0D0HACXX.5.250046330","Prc.Seas"
