"","pet_min","AridityIndex","max_heat_index","ann_heat_index","coldindex.mean","coldindex.min"
"PI646255.D1G0BACXX.7.250129807",10.2803301849801,513.863956627136,-1.32839228271758,-0.371788836960249,-0.0123453061365143,-0.0612324140815127
"PI646256.D1G0BACXX.7.250129819",1.07313574063622,1151.78166939039,-2.99692325704073,-1.15299048793498,0.0721382474956516,0.0047993260846575
"PI646259.D1G0BACXX.7.250129831",7.61662837843182,1595.76062865899,-2.92680331051613,-0.750660366978983,-0.000643402392456599,-0.0631850197031552
"PI646260.D1G0BACXX.7.250129843",-5.90403505438482,2347.89069823548,-3.22654912196999,-0.886556121954398,0.0563802313942115,-0.0397321012221246
"PI646261.D1G0BACXX.7.250129760",1.10877445623165,1478.59644486123,-2.95513060996933,-0.962836868125962,0.0386015406809031,-0.0325376539107838
"PI646262.D1G0BACXX.7.250129772",6.77729265563353,1356.54312832627,-2.97616077752314,-0.973068734016107,0.0396625128343461,-0.0205016838004903
"PI646263.D1G0BACXX.7.250129784",0.689080079766258,1433.07655263176,-3.31159793363834,-1.29706087274565,0.0877908546477343,0.0218533505385685
"PI646264.D1G0BACXX.7.250129796",-6.82289431102935,2238.40877266918,-3.5007840833439,-1.20682114137712,0.0879009604349007,0.00109374720058713
"PI646266.D1G0BACXX.7.250129808",11.416031116681,56.4950200921713,-1.34432580170482,-0.638979338005068,0.0116867371934529,-0.0217730731555844
"PI646267.D1G0BACXX.7.250129820",-6.8424624946298,2327.21897145009,-4.14682193671803,-1.77063639879694,0.143018484605626,0.0767300927798836
"PI619860.D1FY1ACXX.8.250123608",1.93811382022638,1489.65746494469,-3.27689581228612,-1.06295460721586,0.0444408320172785,-0.0282295054180244
"PI619863.D1FY1ACXX.8.250123609",6.17294815038846,1656.4334926343,-2.64010582995747,-0.890954273738227,0.0396871214380212,-0.0177502878837485
"PI646271.D1G0BACXX.7.250129832",8.09236676088094,-186.71017759082,-1.1599363185584,-0.494914546267589,0.0308406630357897,-0.0114711495543071
"PI619879.D1FY1ACXX.8.250123610",-1.71009096032253,123.440577232742,-1.280691328372,-1.2096975248061,0.174267734539167,0.203560848037484
"PI646279.D1G0BACXX.7.250129844",1.14052741346503,1488.2152270397,-3.27943911779268,-1.27709417993172,0.0835134413386564,0.0077851910880287
"PI646280.D1G0BACXX.7.250129761",-8.70339232633165,2454.06482379581,-4.22715899077939,-1.82531342429673,0.159100961124336,0.0819601619363645
"PI646281.D1G0BACXX.7.250129773",-10.034114961954,2292.41430987265,-3.92797588254564,-1.76321641357033,0.175452274595879,0.106252767097146
"PI619890.D1FY1ACXX.8.250123611",-0.8380095054337,-46.7516972924972,-0.90757898392109,-1.05312911031375,0.16738112946088,0.187934875215572
"PI646283.D1G0BACXX.7.250129785",-4.45013690906949,2824.23970184751,-4.14032247890119,-1.32470378387745,0.0762055830334854,-0.0326806602880253
"PI620615.D1G0BACXX.7.250129778",4.63091393487568,2281.58821810229,-3.52988901927716,-1.28001086119641,0.055804790895142,-0.0332702047382808
"PI619896.D1FY1ACXX.8.250123612",5.14618251508361,2194.67588384552,-3.53910859048475,-1.28404950577322,0.0522980392556573,-0.0387128979205017
"PI619897.D1FY1ACXX.8.250123613",5.5897402889931,1542.83769272563,-2.47367165532043,-1.23367296297885,0.0883218752361732,0.0305469288314358
"PI619901.D1FY1ACXX.8.250123614",-5.54061841508196,2561.01884688683,-3.9107581560193,-1.46961924733117,0.106057868566495,0.0316414442611759
"PI619902.D1FY1ACXX.8.250123615",5.53308244330915,1525.36955668162,-2.48720365950099,-1.21088025368227,0.0860720021999629,0.0285624163087542
"PI619903.D1FY1ACXX.8.250123616",-5.42182490940256,48.7002905562005,-2.22372696922756,-1.70761087616496,0.222715896037156,0.251286927651776
"PI620617.D1G0BACXX.7.250129790",1.39972234532722,-218.353982519687,-0.697814785411838,-0.463135572480619,0.0766194850000791,0.0743770264573219
"PI619904.D1FY1ACXX.8.250123617",2.54911193044809,1931.63646929886,-3.32662475657677,-1.20657317170169,0.0648237120505314,-0.0182803553905938
"PI646289.D1G0BACXX.7.250129797",3.71748077654735,1418.10822403552,-3.1967683813912,-1.19324813884218,0.0603617189345256,-0.0151387475650464
"PI646290.D1G0BACXX.7.250129809",4.15066803040231,1534.67515790828,-2.51171483380352,-1.25812613710603,0.0948671444484343,0.040868354148889
"PI646291.D1G0BACXX.7.250129821",-5.95482249305205,2569.71613237267,-3.9103869430171,-1.44508176964558,0.105506177638114,0.0275421595953917
"PI646292.D1G0BACXX.7.250129833",-6.62510605665018,2629.55745482228,-4.19132191946685,-1.43422173535422,0.0932355163908664,-0.00652216877718687
"PI646293.D1G0BACXX.7.250129845",-8.54140304539277,2547.87842712417,-3.77579654415457,-1.53862958347513,0.134003730937231,0.0647795539093706
"PI619920.D1FY1ACXX.8.250123619",-6.86678519581463,2054.90776041156,-3.60487643511125,-1.40723475672949,0.115970019311669,0.0516707673078764
"PI619921.D1FY1ACXX.8.250123620",0.219463517972275,375.585621129801,-1.23317105701278,-0.716357244908964,0.0800103111735071,0.0700523243245077
"PI619928.D1FY1ACXX.8.250123621",7.60073271740406,1674.1744252945,-3.3129290473933,-0.880706413020492,-0.0121470467688484,-0.098468830064196
"PI646294.D1G0BACXX.7.250129762",2.20179732879018,1302.03272215494,-3.60340599897346,-1.37102193754514,0.0823702168500163,0.00410393025214857
"PI619930.D1FY1ACXX.8.250123622",-1.1492005752233,2004.5704269174,-4.19186965783391,-1.67901535178186,0.105275586009096,0.0160166127498711
"PI619932.D1FY1ACXX.8.250123623",5.00400203825435,647.199043758028,-2.04442142441031,-0.85353893659578,0.0642831707535398,0.0051978640501237
"PI619933.D1FY1ACXX.8.250123624",-2.31100166808184,2002.13417756012,-3.46658596778296,-1.38521458395274,0.0993264607618703,0.0129378234661492
"PI619935.D1FY1ACXX.8.250123625",2.54957378157642,1884.69231267428,-3.45899295919215,-1.38482958530837,0.093666016788152,0.0117889047505259
"PI619938.D1FY1ACXX.8.250123626",-7.83356973737902,2245.77895648949,-4.16944112282169,-1.85528085816573,0.164726712836076,0.0912681167995258
"PI619939.D1FY1ACXX.8.250123627",-7.83470827905129,2197.32752241098,-4.08010397682941,-1.79561905503894,0.159547468567241,0.0863876456622362
"PI619941.D1FY1ACXX.8.250123628",-2.09836162515475,152.825836852302,-1.29357107823184,-1.21175912718625,0.178252146026642,0.192745952482434
"PI619950.D1FY1ACXX.8.250123629",-7.85121884970808,2897.41941744569,-2.11562920066011,-0.539294032435387,0.0697170993316452,-0.0161707937255624
"PI646295.D1G0BACXX.7.250129774",-2.35766157550531,218.550806762757,-1.51440703100055,-1.29117447005515,0.182911881678142,0.195729549809881
"PI619955.D1FY1ACXX.8.250123630",-4.04328450187607,221.449080541014,-1.40373041253776,-1.31077656985045,0.195528640536565,0.209985768559382
"PI619956.D1FY1ACXX.8.250123631",-0.548419589763942,2417.35358042157,-3.68687929671364,-1.15726675504354,0.0582233491061328,-0.0334227606610822
"PI619958.D1FY1ACXX.8.250123632",-1.72845131303892,181.971883665976,-1.13826608160984,-1.0273262003311,0.157265566345298,0.167389163754181
"PI619959.D1FY1ACXX.8.250123633",-4.30207406901512,212.239180843615,-1.48779607140676,-1.32290510205871,0.199875588619832,0.213161332160944
"PI619960.D1FY1ACXX.8.250123634",-3.73087483144936,1425.65514385667,-2.82661142987074,-1.34642502472826,0.135749497925356,0.097727302036937
"PI646296.D1G0BACXX.7.250129786",1.22775687150595,1197.69420800314,-1.92483621019249,-0.816141478885183,0.0685476228413433,0.0466284457027065
"PI619962.D1FY1ACXX.8.250123635",-1.7566163510712,190.148842103165,-1.49291848318172,-1.26972362330863,0.180046916881176,0.193179852836773
"PI646297.D1G0BACXX.7.250129798",-1.81896077089513,1603.96340378283,-2.90322368742779,-0.86749754317733,0.0512238571058586,-0.0148728738549008
"PI619970.D1FY1ACXX.8.250123636",-3.56805787573912,2288.48618145686,-4.43108093175126,-1.8725292579496,0.132611696296156,0.0641320679033615
"PI619972.D1FY1ACXX.8.250123637",-6.91891094946368,2565.59724622305,-4.60912680034196,-1.77470685664269,0.123517269397083,0.0333766523722781
"PI619978.D1FY1ACXX.8.250123638",-3.73261184393103,2022.40977934876,-4.45710476505691,-1.81558723221337,0.116846869488685,0.0415084730574244
"PI619981.D1FY1ACXX.8.250123639",-1.79872367949825,2128.75347927545,-3.93614590380562,-1.5996652579623,0.0983038919249178,0.0351359267523342
"PI619982.D1FY1ACXX.8.250123640",-2.2873649906805,2222.67875326347,-3.94221734924627,-1.60637154112524,0.11093347240351,0.0579728603322407
"PI619983.D1FY1ACXX.8.250123641",-8.71584893899671,2573.46664188402,-3.99365667286715,-1.76616106981772,0.145864206181532,0.083156447114412
"PI619986.D1FY1ACXX.8.250123642",-14.1326972257417,1664.96021746922,-3.39093194286809,-1.97393253626166,0.246284267358632,0.239757850852889
"PI619987.D1FY1ACXX.8.250123643",-11.8277557604428,1634.69466294513,-3.24577170025029,-1.79840941623391,0.213654976345678,0.194074333187129
"PI619988.D1FY1ACXX.8.250123644",-12.5714423703072,1642.30585875063,-3.45811119416568,-1.93287766369673,0.228098821937028,0.213409215779742
"PI619989.D1FY1ACXX.8.250123645",-10.4355182494652,1555.10778584886,-3.27575662394255,-1.78731270152206,0.204594532187445,0.193957260034862
"PI619994.D1FY1ACXX.8.250123646",-11.2588804329157,1539.89557326496,-3.31144023156084,-1.87078570090432,0.219678125209019,0.206033733408344
"PI620007.D1FY1ACXX.8.250123647",-2.31702125038186,2202.69116718312,-4.20483044906693,-1.67589725172977,0.106006201528484,0.0402487455400851
"PI646303.D1G0BACXX.7.250129810",-11.3054281146059,1536.33868722135,-3.38876546702262,-1.89016613189453,0.221741548117156,0.209839737695817
"PI620020.D1FY1ACXX.8.250123648",-4.16186969528711,2268.14870177742,-4.35953413534072,-1.86240697527454,0.137035254203609,0.0654085663610207
"PI646304.D1G0BACXX.7.250129822",-0.144679024833922,2022.79060938586,-3.45502869466826,-0.974082905377404,0.0364491593202854,-0.0444309643621057
"PI620024.D1FY1ACXX.8.250123649",-1.6866020470341,2229.22051939657,-4.04297882371712,-1.61914851728193,0.109103296687636,0.0487331533607898
"PI620026.D1FY1ACXX.8.250123650",-2.4492846030938,2106.87838597611,-4.52659589867948,-1.91232041786817,0.134759996287588,0.0574772627202438
"PI646306.D1G0BACXX.7.250129834",-4.03707283616026,2555.0587473113,-4.07807171558809,-1.3112678015397,0.0634445779913188,-0.0390693467291904
"PI620050.D1FY1ACXX.8.250123651",-4.3076846460229,2538.42968147976,-4.02246263421434,-1.339054178261,0.0748116849755512,-0.0220717114419076
"PI646307.D1G0BACXX.7.250129846",-5.13177832977374,1705.6066761246,-3.22455193993437,-1.38037984328481,0.112281341444587,0.0564575025273259
"PI620055.D1FY1ACXX.8.250123652",-3.99732738013334,2094.17201732309,-4.2073611435365,-1.82697338314734,0.138660276532542,0.0834601632283003
"PI620072.D1FY1ACXX.8.250123654",6.44143113424723,1344.28407639325,-3.1698389665316,-1.10885541092086,0.0506154414133121,-0.0138117528447367
"PI620083.D1FY1ACXX.8.250123687",6.68689715938975,1290.28367544907,-3.04554132460471,-1.02725103798819,0.0442239224729734,-0.0172450059078203
"PI620086.D1FY1ACXX.8.250123688",-2.31442655343245,2328.39686697926,-4.09183043426891,-1.54946495013511,0.0941847839853912,0.0157819983714236
"PI620090.D1FY1ACXX.8.250123689",5.11224640106376,817.229461801652,-0.148938138691914,-0.283929994279194,0.0644479535229283,0.0583495412229819
"PI620092.D1FY1ACXX.8.250123690",-4.09422194506627,2428.27266110399,-4.10085136194236,-1.6730501508564,0.120331390173,0.0447156638051869
"PI620094.D1FY1ACXX.8.250123692",-5.54354955631558,2472.98840219721,-3.72716017057758,-1.45857393878888,0.111441093688399,0.0478779020965152
"PI620097.D1FY1ACXX.8.250123694",-1.71958623624873,1875.64578574559,-4.36031760518199,-1.87089104978329,0.12231774565218,0.0532548860780508
"PI620102.D1FY1ACXX.8.250123695",-5.97627015028627,2279.44403998287,-3.18747136862453,-1.0132280426016,0.0760053347795335,-0.0001501704872796
"PI620105.D1FY1ACXX.8.250123696",-4.89997897973264,2448.85740755103,-4.11049549196833,-1.67494555663321,0.123953848629674,0.0518118967930285
"PI620106.D1FY1ACXX.8.250123697",-4.99587195379167,2436.23428110648,-3.91988479162886,-1.42311465808342,0.0943274658420848,0.00615251498894762
"PI620110.D1FY1ACXX.8.250123698",-2.96519324630538,2500.32633547471,-4.12474839609901,-1.62696833016784,0.107294220447781,0.0264316555846972
"PI620111.D1FY1ACXX.8.250123699",-3.00500681317629,2488.32391245066,-4.13243924053584,-1.55582537161289,0.0952456900339699,0.00939098273294764
"PI620112.D1FY1ACXX.8.250123700",1.39670231022868,2161.88407324229,-4.23803698266222,-1.74432004851122,0.102780535529172,0.0135661341049251
"PI620119.D1FY1ACXX.8.250123702",2.9173562123185,1538.03663990598,-3.72018070269391,-1.28165189318729,0.055687454090349,-0.0231629290334983
"PI620120.D1FY1ACXX.8.250123703",3.5399568006017,1551.86648700811,-3.6722106975993,-1.25030757112235,0.0506297966124661,-0.0298968717602004
"PI620121.D1FY1ACXX.8.250123704",-5.10249678494945,2540.92309568166,-3.52597996332311,-1.14488041912193,0.0662754599666646,-0.0273982205913322
"PI620122.D1FY1ACXX.8.250123705",-4.42268721891159,2597.4478629393,-4.25024614935015,-1.6109573778673,0.105029467256241,0.0140253996503581
"PI620129.D1FY1ACXX.8.250123706",-2.15189988108157,2552.13329932145,-4.16408398652308,-1.61930622910385,0.0989584618535198,0.0118833237551382
"PI646312.D1G0BACXX.7.250129878",-10.2640964988445,-679.046014675844,-1.54112000887906,-1.11689129993376,0.181887357693983,0.162222998663625
"PI620140.D1FY1ACXX.8.250123707",-4.774218295601,1968.27761467258,-3.9737010444511,-1.73581363220499,0.141588582237716,0.089805073425321
"PI646313.D1G0BACXX.7.250129890",-11.9781133273191,1706.92170104451,-3.74253260544049,-1.62898314811234,0.17741633285181,0.111713330893282
"PI620150.D1FY1ACXX.8.250123708",-4.31168800351361,2637.26160323051,-4.30409454910174,-1.60870590383038,0.097899279092766,0.00968270738591699
"PI620156.D1FY1ACXX.8.250123709",6.46096376898967,1216.69777588317,-3.18660701893754,-0.944363277484848,0.0191377189368552,-0.0465505280419561
"PI620157.D1FY1ACXX.8.250123710",6.37954988072095,1319.56503207838,-3.19371609370901,-1.13226270081867,0.0538135825179218,-0.00678729666851788
"PI646315.D1G0BACXX.7.250129902",-1.04290861782701,1987.8615710373,-3.7049360415551,-1.44365495093049,0.092323234794964,0.0372915703407112
"PI620624.D1G0BACXX.7.250129802",6.84772259222977,-191.484030835238,-1.58824756511786,-0.761912154611896,0.0521414722784706,0.023007118179392
"PI620173.D1FY1ACXX.8.250123712",-7.50913557125646,1960.77093581254,-3.56963499617445,-1.357935275597,0.115641818831535,0.0465610697752342
"PI646316.D1G0BACXX.7.250129914",-6.76887491217652,2109.08698808643,-3.3503489394792,-1.16470788377637,0.0946611299281381,0.021646636976517
"PI646317.D1G0BACXX.7.250129926",-5.34493968936592,1902.29304794801,-3.31717094806441,-1.16504153995411,0.0933226651453182,0.0236723341589446
"PI646319.D1G0BACXX.7.250129938",-5.83836612103502,2078.6328323592,-3.4727843133486,-1.20356174932522,0.0886551331340553,0.00754494295831993
"PI646320.D1G0BACXX.7.250129950",-13.3333592523373,-1868.30085988311,-0.9603260144945,-0.450508067167515,0.157313944948994,0.0971583817475766
"PI620180.D1FY1ACXX.8.250123713",-7.31191687700204,2367.87986223183,-4.05399931111248,-1.73635309322285,0.132657646158976,0.0710581782980854
"PI620181.D1FY1ACXX.8.250123714",-3.16050979644868,2161.41891077106,-4.06195931572718,-1.63823783223856,0.120286929063811,0.0563312884877802
"PI646321.D1G0BACXX.7.250129962",3.66901540133524,1105.26342742561,-3.68765645804811,-1.31677211577213,0.0642515047932928,-0.00936536678916564
"PI646322.D1G0BACXX.7.250129879",-9.69022897229154,1975.3499121715,-3.276181339202,-1.27165622902641,0.131250962192596,0.0670233665107734
"PI646323.D1G0BACXX.7.250129891",-4.36003325782226,1895.16344171778,-3.13617226683118,-1.05956973377584,0.0769085863945132,0.0103212561757121
"PI646324.D1G0BACXX.7.250129903",-10.9878871675088,2636.32650629703,-4.20131290664959,-1.50729629179666,0.130456845298182,0.0301152398890311
"PI646325.D1G0BACXX.7.250129915",3.33506151084141,1213.63244924317,-3.7822650002134,-1.33618438513887,0.0649891889090457,-0.00909048636637375
"PI620367.D1FY1ACXX.8.250123715",-9.7505809732149,1238.45723075018,-1.13486382461851,-0.262711653179254,0.0527772956824666,0.00410036326183601
"PI620368.D1FY1ACXX.8.250123716",-10.1121981708517,1070.93503312286,-1.34195390959226,-0.527159684416564,0.0913594894613725,0.0493119358552328
"PI620369.D1FY1ACXX.8.250123717",-14.1241587747305,966.721273461543,-1.46901795283016,-0.573326332851177,0.118294626454707,0.0472010530315797
"PI620370.D1FY1ACXX.8.250123718",15.8351183048597,-1198.23043875751,2.69005505159595,0.850010443469578,-0.0245052946223379,0.0294877926676536
"PI620371.D1FY1ACXX.8.250123719",-15.4573620398073,1226.04462323895,-1.83933168455291,-0.796656540918286,0.136506691814611,0.0590541383014491
"PI620372.D1FY1ACXX.8.250123720",-17.8187898287242,521.695274519331,-1.42902961526805,-0.852061927993359,0.177823873814744,0.159322114092304
"PI620373.D1FY1ACXX.8.250123721",-17.7970159484431,1033.56840879374,-1.92127300555996,-0.881879249787243,0.141624158372311,0.0745592045719855
"PI620375.D1FY1ACXX.8.250123722",-6.58194793026703,682.930216740236,-2.80475504029447,-1.36618166465735,0.135443436317644,0.132881636722495
"PI620376.D1FY1ACXX.8.250123723",-5.15285569334069,211.381998658201,-1.21811050187339,-0.905928799804281,0.146087976589919,0.134315294649513
"PI620377.D1FY1ACXX.8.250123724",-6.96982928689167,563.694309941753,-2.13344364438613,-0.813054377460385,0.0947267409022479,0.0522448069673597
"PI620382.D1FY1ACXX.8.250123725",-15.2166847671151,440.367762238942,-0.766817013756864,-0.434579265576508,0.146796304791645,0.131078054454885
"PI620383.D1FY1ACXX.8.250123726",0.368443813348391,230.811325792807,-0.0944307654991311,-0.632723829782428,0.126589324258357,0.139243663067133
"PI620385.D1FY1ACXX.8.250123727",-0.28783708936531,-171.802403024423,-0.549744697866463,-0.517534432339967,0.078479362498958,0.102437417424971
"PI620386.D1FY1ACXX.8.250123728",-15.3381364439229,1057.09790080141,-1.95145362654032,-0.886118744597371,0.146071555222535,0.0804537432275385
"PI620396.D1FY1ACXX.8.250123729",-18.406446785888,466.444460856557,-1.50344361149604,-0.833706136195679,0.165208825556313,0.14285212482866
"PI620405.D1FY1ACXX.8.250123730",-7.96535286101194,796.712330176584,-2.48308886663181,-1.1602006762614,0.121951215050195,0.0880147914328121
"PI620406.D1FY1ACXX.8.250123731",-1.26127976285308,151.931994219231,-0.808773489499854,-0.670107798151496,0.105059045443047,0.118275243902811
"PI620409.D1FY1ACXX.8.250123732",-7.28037414792314,965.927343380809,-1.76640350900234,-0.955673457423656,0.127814610425328,0.0979970333115728
"PI620411.D1FY1ACXX.8.250123733",-13.8134003109794,757.024859716119,-2.00416575448614,-1.24172161429467,0.179542727245065,0.146019234269496
"PI620414.D1FY1ACXX.8.250123734",-6.47969871465004,795.553335953881,-2.5317926181332,-1.03344629456553,0.115040008533754,0.0898445332322165
"PI620415.D1FY1ACXX.8.250123735",-9.35684371030624,406.262341870816,-2.32002464046722,-1.27514851604055,0.164322534026615,0.152868927087303
"PI620416.D1EYBACXX.8.250140376",-7.2368429284647,728.233008259357,-2.24365808164549,-0.993384368110538,0.122152188549234,0.0965754728184292
"PI620417.D1FY1ACXX.8.250123737",-11.0912759868241,602.960528896231,-2.21930904434756,-1.26728514280642,0.172554450222087,0.153025371098838
"PI620418.D1FY1ACXX.8.250123738",-15.4872389291492,746.728056717012,-1.58919768666893,-0.804995210574686,0.14852887905907,0.115825495724568
"PI620423.D1FY1ACXX.8.250123739",-4.01050458076516,348.449772863793,-1.14891858664364,-0.982508842165056,0.150992706070713,0.153516670473328
"PI620424.D1FY1ACXX.8.250123740",4.37506925840115,-458.809890579674,0.572821959162164,-0.437766839448056,0.126538048736063,0.166454655641552
"PI620430.D1FY1ACXX.8.250123741",-10.707608560719,459.900780986783,-1.77669366047723,-1.10605440616373,0.159885191478132,0.131062268379782
"PI620431.D1FY1ACXX.8.250123742",-12.5794122640875,835.969847654268,-1.3090934067689,-0.599857722987308,0.11824626999491,0.0834319486920521
"PI620434.D1FY1ACXX.8.250123743",-10.7495197220872,557.566775010252,-1.95135341661666,-1.15404742633314,0.161887883693835,0.130488655061856
"PI620435.D1FY1ACXX.8.250123744",-7.48239123712449,487.983464971157,-3.03904901881103,-1.43158685917783,0.138677618413326,0.129841905567839
"PI646387.D1G0BACXX.7.250129927",-0.927415274999054,47.6081535605863,-0.201489678049289,-0.777165947630536,0.160698148845295,0.176614328376382
"PI620446.D1FY1ACXX.8.250123745",-10.6528314605227,463.028743048467,-2.51501127929492,-1.59438175712735,0.212618672961624,0.191290742660708
"PI620447.D1FY1ACXX.8.250123746",-10.5122538640493,434.912697100167,-2.50741997573514,-1.64207532217123,0.222248479757363,0.204879419597054
"PI620448.D1FY1ACXX.8.250123747",11.8371285123313,898.939528198664,-1.88915695392701,-0.809746397750605,0.0353994096305381,4.45800654064615e-05
"PI620449.D1FY1ACXX.8.250123748",-14.6877326122598,1086.80074727083,-1.78025479644208,-0.793070345127272,0.144144589219705,0.0961673124768638
"PI620453.D1FY1ACXX.8.250123750",-14.8348831661756,1217.16687827883,-1.67606735960063,-0.758062056627074,0.126364312743499,0.0814001691962618
"PI620454.D1FY1ACXX.8.250123751",-14.2222351462391,1033.24545002987,-1.3369767722748,-0.548875745451604,0.11261098448036,0.0624638897716087
"PI620459.D1FY1ACXX.8.250123752",-16.969707205742,429.537515978319,-1.45263424858669,-0.988929404069771,0.186712059098535,0.178402000589454
"PI620460.D1FY1ACXX.8.250123753",-6.13123981721217,824.674759401917,-2.48083391624362,-0.865372671332677,0.0822812930921108,0.0402253954862873
"PI620461.D1FY1ACXX.8.250123754",-16.6300112255231,910.849911370004,-1.70326348558528,-0.764448635809064,0.133516054988948,0.0810525340983491
"PI646388.D1G0BACXX.7.250129939",-5.27672833023032,175.029260668579,-1.43777816504488,-0.87408738774583,0.117445367839491,0.0869436550997876
"PI620463.D1FY1ACXX.8.250123755",-17.0210999307541,1133.67762301771,-1.82215997100866,-1.00242563732097,0.174694893379467,0.137663246457786
"PI646389.D1G0BACXX.7.250129951",16.843741064206,-822.591057890802,2.01369632550116,0.831534180748872,-0.0547285079808186,-0.0388340588959961
"PI620466.D1FY1ACXX.8.250123756",-18.8975216781009,981.227077521276,-2.06896890411695,-1.20683658135346,0.202024045605179,0.165777363737583
"PI620467.D1FY1ACXX.8.250123757",-12.5007404601045,545.880486830875,-1.23685116374544,-0.608679778992233,0.122524205888017,0.096393186877006
"PI620469.D1FY1ACXX.8.250123758",-8.87574690890041,699.966473000376,-1.36852308586614,-0.605089741391375,0.0973184806529099,0.0843702931278058
"PI620472.D1FY1ACXX.8.250123759",-14.3449788754481,812.798911878889,-1.76950459146165,-0.74180535406344,0.129777168098727,0.0679947048138947
"PI620473.D1FY1ACXX.8.250123760",-13.1395575019011,475.457856827971,-1.29892947019054,-0.664604654670901,0.134436174967717,0.101870735303306
"PI620475.D1FY1ACXX.8.250123761",-4.04020528063301,917.839239400432,-1.43261923671896,-0.48207197869359,0.0552862726868237,-0.00763994564225034
"PI620476.D1FY1ACXX.8.250123762",-4.73414442908624,958.155929571766,-1.0166481725223,-0.194274938819114,0.0407506917550481,-0.0134038889439848
"PI620477.D1FY1ACXX.8.250123763",-9.87717070872073,-75.2751802444537,-1.76325006045424,-1.19423399677445,0.175492876488568,0.177385946110658
"PI620478.D1FY1ACXX.8.250123764",2.3703933184008,22.2517995901374,0.251387165693319,-0.335082545844855,0.0965510868624979,0.108266594633618
"PI620479.D1FY1ACXX.8.250123765",-13.781481289144,346.484496412844,-0.90486700690881,-0.416902844678711,0.120673193956485,0.0879264511191955
"PI620480.D1FY1ACXX.8.250123766",0.797376181906422,132.595345877144,-1.27375405599461,-1.02209292562633,0.137287263844954,0.15172030971093
"PI620483.D1FY1ACXX.8.250123767",-11.1276820239908,-456.015681110274,-1.57427530717932,-1.0819520452655,0.183101265077543,0.184848793504313
"PI620484.D1FY1ACXX.8.250123768",-14.6939340859146,984.999856438472,-1.82527184419084,-0.746100889646541,0.124791514779551,0.0498812275484433
"PI620493.D1FY1ACXX.8.250123769",-16.4658040247708,1115.61400177817,-1.59889296021017,-0.909691302997822,0.17442081128038,0.122597555955347
"PI620494.D1FY1ACXX.8.250123770",-14.917961703439,894.183586224063,-1.83492761692026,-0.871663065022642,0.14500680525092,0.0865915000136891
"PI620495.D1FY1ACXX.8.250123771",-15.9091262078869,696.946843370178,-1.71361647223984,-0.814409837594052,0.137236412744198,0.0877030362961246
"PI620496.D1FY1ACXX.8.250123772",-14.232651191758,775.469284912439,-1.74813228279837,-0.819823764427192,0.145604310945663,0.101405402532607
"PI620500.D1FY1ACXX.8.250123773",-18.3701279620941,1154.48225433267,-1.43846583276829,-0.77046215462208,0.157427185503922,0.11348008281524
"PI620501.D1FY1ACXX.8.250123774",-17.4883984977821,1147.75248946094,-1.88210784388074,-0.934908728575818,0.155037278974454,0.109229656773023
"PI620514.D1FY1ACXX.8.250123775",-9.39672262446707,9.54017514719491,-1.52752203571891,-0.932248730877853,0.15613620950652,0.154582413482718
"PI620515.D1FY1ACXX.8.250123776",-5.6142953588225,-825.698351884107,0.476595117207433,-0.741106937741927,0.200267702249417,0.2659315876288
"PI620516.D1FY1ACXX.8.250123777",-6.25605405064088,790.478579736217,-1.43754521596731,-0.449894198357684,0.0527515297030949,0.00908210104243787
"PI620517.D1FY1ACXX.8.250123778",-10.9276004889568,686.286932936083,-1.89521352463268,-1.12680383742224,0.162526755217155,0.135303495356114
"PI620519.D1FY1ACXX.8.250123779",-11.6143052847589,860.171404009255,-1.67824218989318,-0.981886124394922,0.147178108788405,0.113848748947742
"PI620520.D1FY1ACXX.8.250123780",-7.88871935378615,381.421511931408,-1.41148764479694,-0.751708958806951,0.113347804077571,0.0863211065059649
"PI620521.D1FY1ACXX.8.250123781",-8.98729878354764,770.09510976144,-1.3609139089942,-0.769220381456831,0.124093626047357,0.0940715851079193
"PI620522.D1G0BACXX.7.250129751",-1.01563577174097,537.929622005217,-2.15743679108746,-1.34465321622974,0.157008196729378,0.157694768119849
"PI620523.D1G0BACXX.7.250129763",-10.9071639525456,680.743718443619,-2.03775547566402,-1.26685494046336,0.178641284972193,0.129700559818042
"PI620524.D1G0BACXX.7.250129775",12.8129039525518,-734.306795553382,1.26606764262287,0.481426401597263,-0.0325673136612942,0.0261727163386469
"PI620525.D1G0BACXX.7.250129787",0.990613574638139,398.726718190412,-1.35519883584898,-1.00765562678677,0.1366942747453,0.135505483651363
"PI620527.D1G0BACXX.7.250129799",-13.8144630065177,846.124828559665,-2.42944303329825,-1.47276168118766,0.195545339996037,0.141296195417254
"PI620529.D1G0BACXX.7.250129811",-6.75180592445646,817.803705420262,-1.5250848194053,-0.755959555967507,0.0940053366029684,0.049878953704264
"PI620535.D1G0BACXX.7.250129823",-0.992978720526132,511.409168498215,-1.88624515970605,-1.25132263399365,0.154891260408047,0.160303784826342
"PI646390.D1G0BACXX.7.250129963",3.80629104825275,745.268130924416,-0.183547762105416,-0.388184494576622,0.08687940289089,0.0823869792734223
"PI620536.D1G0BACXX.7.250129835",-1.1380715302681,505.976330775374,-2.01192264068683,-1.310211406839,0.159357865208065,0.163079959535009
