"","pet_min","AridityIndex","max_heat_index","ann_heat_index","coldindex.mean","coldindex.min"
"IS23108.D1EYBACXX.1.250137757",-82.7626811326737,1784.91728259528,-5.07267229567509,-5.62155087795644,0.956614228683779,0.719952723872422
"IS23184.D1EYBACXX.1.250137758",5.57607943262756,-1331.29419868013,1.78371221160526,0.3456812847331,0.0656655177585263,0.161316724294329
"IS23188.D1EYBACXX.1.250137759",-9.52202634221463,408.39893060652,-1.23679569521989,-0.57131228783823,0.117709774588674,0.0982272723013413
"IS23225.D1EYBACXX.1.250137760",-10.3888756632654,428.247370606137,-0.763083576177775,-0.346735283633581,0.104577958350802,0.0808842846780279
"IS23240.D1EYBACXX.1.250137761",-13.1306899605267,733.302259339023,-1.77494664849797,-0.917625848140328,0.147865172086184,0.0981413596031381
"IS23248.D1EYBACXX.1.250137762",-10.6475162563218,-290.162501340908,-1.5605467939329,-1.09990271708708,0.180622021033709,0.190385570827255
"IS23262.D1EYBACXX.1.250137763",-5.95174870878218,428.457678184439,-1.05391731068764,-0.11164384445632,0.0127108054340849,-0.0145672280055357
"IS23263.D1EYBACXX.1.250137764",-14.3658968382611,106.011902824331,-0.727397505341184,-0.479500309765524,0.143658396147355,0.139982964013903
"IS23275.D1EYBACXX.1.250137765",-13.7502082358502,344.380861278602,-0.647378347974303,-0.390603337046897,0.118587005806146,0.0967637134841435
"IS23283.D1EYBACXX.1.250137766",-8.50878181576858,282.154938242139,-0.532279825410433,-0.397308922688502,0.129680117020191,0.122943915647071
"IS23298.D1EYBACXX.1.250137767",-13.7414453959508,587.490098129693,-1.41089562775728,-0.563158202444389,0.11694921896231,0.0758836270515787
"IS23306.D1EYBACXX.1.250137768",-30.6172113491284,11.9372227439251,-3.45611056908653,-2.62420547556164,0.402998143675989,0.431048294814723
"IS23308.D1EYBACXX.1.250137769",-13.5461492891211,527.290957928345,-1.79899290601305,-1.19116188686017,0.186853377513648,0.180559858793639
"IS23319.D1EYBACXX.1.250137770",-2.29081806950134,359.8960392142,-0.586776959339249,-0.376057347551474,0.0650235441213875,0.0518220256105868
"IS23322.D1EYBACXX.1.250137771",-3.38085031787104,-86.3361637758213,-0.980688220557783,-0.818709353106048,0.126646435845348,0.128259490107346
"IS23335.D1EYBACXX.1.250137772",-13.0568640894972,-170.37492500554,-1.47829932113916,-1.12302444466439,0.200142157836849,0.215442361985483
"IS23341.D1EYBACXX.1.250137773",-10.4788915396094,-194.265818561698,-1.50279648815025,-1.07807056582258,0.185756212981565,0.190166564821976
"IS23357.D1EYBACXX.1.250137774",-9.96465749537619,105.133383956006,-1.45429062419368,-0.783185928360229,0.125812621833596,0.106317711750048
"IS23358.D1EYBACXX.1.250137775",-10.4001595419473,-58.0896091125394,-2.34192416831943,-1.43455390293454,0.19055559783917,0.188133751133104
"IS23363.D1EYBACXX.1.250137776",-8.44080384758339,-208.248922323418,-1.46510250628958,-1.01659333910778,0.167516031206732,0.170091200440554
"IS23366.D1EYBACXX.1.250137777",-8.79151038050705,-120.855404645591,-1.32490929053385,-1.00994722990462,0.166210012601582,0.195825468672677
"IS23367.D1EYBACXX.1.250137778",-13.2758755184343,-197.21366188686,-1.50808186860938,-1.12456186572034,0.199902074811464,0.20791349499577
"IS23370.D1EYBACXX.1.250137779",-9.94119617659673,-335.28587708592,-1.25433441337478,-0.949162205141193,0.163569848302895,0.181830815498271
"IS23373.D1EYBACXX.1.250137780",-10.3692172226624,-303.095412574364,-1.25658993147216,-0.981699149094633,0.17705844306244,0.201006225048095
"IS23375.D1EYBACXX.1.250137781",-7.5536616312934,-391.612381471047,-1.27994442792883,-0.735463230458783,0.106408881430798,0.0944620434123648
"IS23376.D1EYBACXX.1.250137782",1.56780544500901,177.268337368434,-0.730950556137133,-0.822007018196933,0.129661681700981,0.150193854499548
"IS23615.D1EYBACXX.1.250137783",8.51034066011649,-1269.00938710549,1.14323545175194,0.220305439055221,0.0416695259757432,0.0697434753603251
"IS23651.D1EYBACXX.1.250137784",7.31635074828449,-655.034958490671,0.391286566150873,0.257951328686,-0.0139703792628592,0.0318516512492595
"IS23674.D1EYBACXX.1.250137785",7.73363298552782,-740.647715713281,-0.228385184442537,0.0751679649492211,-0.0105174196374893,0.0332558023801948
"IS23675.D1EYBACXX.1.250137786",-20.965256493645,1196.01978880943,-1.41990646552609,-0.478192443296535,0.143111812098575,0.0642575767089625
"IS23679.D1EYBACXX.1.250137787",-18.4974615526251,660.353390753395,-0.774532235810596,-0.20863663363798,0.113310819526503,0.0709959444082061
"IS23685.D1EYBACXX.1.250137788",-17.2642005891792,1175.34656108928,-1.04550893064735,-0.266255510057736,0.100773877127336,0.0303629027876878
"IS23687.D1EYBACXX.1.250137789",-20.1159879263438,1060.63526997759,-1.01250604226213,-0.312317209103399,0.140109992470152,0.0747149932418878
"IS23693.D1EYBACXX.1.250137790",-13.7290838532954,861.438028652319,-0.802865354621757,0.0480343165233663,0.0563042466701988,-0.0163549243047497
"IS23694.D1EYBACXX.1.250137791",-18.6084263617061,402.345766122765,-1.44710242467684,-0.710632773843697,0.164766641650604,0.130871506803172
"IS23698.D1EYBACXX.1.250137792",-15.3340907649256,721.457203082069,-1.01212335536157,-0.270654119955136,0.0956304354951186,0.0354105633116497
"IS23700.D1EYBACXX.1.250137793",-11.6829599264422,620.020354784778,-0.220935695377658,0.0957604051929131,0.0593681260473137,0.0140874165149753
"IS2371.C1AB3ACXX.7.250137272",-10.5183524286498,-315.914046250906,0.515107606054268,0.108272603246594,0.0238585994870155,-0.00755719285157342
"IS23711.D1EYBACXX.1.250137794",-15.7980189127601,743.417629036825,-0.737330498619667,-0.199877469961672,0.100044287181028,0.0519444843434958
"IS24283.D1EYBACXX.1.250137795",-11.5386900055171,1077.9970768703,-0.994067140326334,-0.0954500945184122,0.0403069289001282,-0.030730287710827
"IS24286.D1EYBACXX.1.250137797",-17.2044650975101,915.454732072056,-0.698778610278542,-0.274800508747562,0.126321647008689,0.0816001741653181
"IS24287.D1EYBACXX.1.250137798",-6.14608778154275,208.73235464938,-2.1008627785931,-0.925573426108837,0.108121374080133,0.0853023251227561
"IS24288.D1EYBACXX.1.250137799",-3.53899560604856,1287.31870059218,-3.32914848926876,-1.47130417313391,0.129497292510993,0.0694065181034475
"IS24292.D1EYBACXX.1.250137800",-16.6602363478632,535.449775755047,-1.04299152990901,-0.491847086911712,0.141427823344788,0.113832052947096
"IS24294.D1EYBACXX.1.250137801",-18.7804390796261,366.838444349654,-1.35838488570987,-0.769204930083305,0.172211203523343,0.157019964947784
"IS24297.D1EYBACXX.1.250137802",-18.333760304015,1211.91594191761,-1.2082621786543,-0.626856199056712,0.149660908670089,0.0968937634191447
"IS24299.D1EYBACXX.1.250137803",-18.7467734101985,1099.22104700769,-1.06423997948678,-0.362708427059214,0.121185460665535,0.0681082211732457
"IS24302.D1EYBACXX.1.250137804",-13.7970657268829,1270.41767593661,-0.962843751176374,-0.0829809828779445,0.0566969123747757,-0.0177526307403452
"IS24308.D1EYBACXX.1.250137805",-17.2294344879638,986.620067980248,-1.60846129777382,-0.602998882866459,0.123148279044625,0.0632204831487633
"IS24309.D1EYBACXX.1.250137806",-9.67649258261352,2073.64818561323,-3.28299002353503,-1.11920036980692,0.11243500876139,0.0381060507851351
"IS24327.D1EYBACXX.1.250137807",2.301031272583,-935.900484521217,4.77630894963516,1.43276867299425,-0.015888044370674,0.0770928356133812
"IS24332.D1EYBACXX.1.250137808",-23.0392346267588,-937.291036359558,4.51342015430148,0.438826012878276,0.29788093479479,0.352581635126031
"IS24334.D1EYBACXX.1.250137809",-21.7139248425571,-977.758658142057,3.83949002722886,0.227576292542638,0.297053822847837,0.352189121185277
"IS24336.D1EYBACXX.1.250137810",-25.8805272264201,-1362.48646117508,3.99121892783059,-0.182308539812229,0.374043691152209,0.438345890282628
"IS24360.D1EYBACXX.1.250137811",-6.01356061506724,-756.068788011935,2.13914008667213,0.51223543477928,0.0379529096709859,0.0409295884376243
"IS24369.D1EYBACXX.1.250137812",-10.9281814506001,-1420.30430708935,1.4844339534874,0.174121814388818,0.0969708191387636,0.108990237473393
"IS24379.D1EYBACXX.1.250137813",-14.5384109374556,-1819.15746317782,5.09620911976154,0.932657283821833,0.207508008149415,0.320269155277161
"IS24386.D1EYBACXX.1.250137814",-12.8571023788754,-1775.8533491604,5.02106258408627,0.953693828867704,0.190577371924532,0.302130962339783
"IS24389.D1EYBACXX.1.250137815",-12.1072135771507,842.660963307353,-0.879714435711868,-0.287051812270646,0.0749210182171524,0.0196344746601761
"IS24413.D1EYBACXX.1.250137816",-26.2905494861584,-1213.19698553299,4.31437082334744,-0.0033716753272415,0.37055799765973,0.436399852863668
"IS24416.D1EYBACXX.1.250137817",-30.4127461175286,-721.486317770401,3.08429793726048,-0.519967848005086,0.39897349196896,0.426879772587886
"IS24417.D1EYBACXX.1.250137818",-8.21022512281916,-191.70266034211,-1.06880656605535,-0.836288505479773,0.11982813265063,0.121521687374504
"IS24875.D1EYBACXX.1.250137819",10.5970045679081,-585.620643008077,2.19594790278843,1.31095027255653,-0.110776881117259,-0.0287495594716877
"IS25098.D1EYBACXX.1.250137820",10.6261009492034,-557.425857474115,2.41365396302272,1.24179447137348,-0.0758039396116826,0.031039165561223
"IS25506.D1EYBACXX.1.250137821",-2.35790953864859,2481.21205841925,-3.93931077424442,-1.45333650414688,0.0876360551541893,0.011271486035202
"IS25543.D1EYBACXX.1.250137822",-1.95233704332125,342.648888371136,-1.99147884443116,-1.08816474981999,0.12717279352777,0.144527838544825
"IS25670.D1EYBACXX.1.250137823",18.6428841253665,-600.563200893823,2.48896533148343,1.65352940549788,-0.136617464392995,-0.0228628169629806
"IS25690.D1EYBACXX.1.250137824",14.4170466184402,-757.305369090727,2.66284248451471,1.68234282097343,-0.10554013591895,-0.00128378270002436
"IS25694.D1EYBACXX.1.250137825",16.3968078488945,-642.435886577461,1.954658077483,1.22493996125661,-0.11159966165442,-0.00396516209979703
"IS25706.D1EYBACXX.1.250137826",-4.58364344440533,-1236.64321915718,1.42795445800744,-0.160460751557953,0.173035255210209,0.230364329247285
"IS25708.D1EYBACXX.1.250137827",-5.5796641976295,-1156.59880880244,1.38347003602768,-0.198622229167142,0.182202649732553,0.238286655608749
"IS25722.D1EYBACXX.1.250137828",17.6707633534771,-802.877784892233,2.71101350784546,1.79797375620005,-0.14272339192481,-0.0274517264709432
"IS25752.D1EYBACXX.1.250137829",12.2368271032205,-953.225581151058,2.31659288336903,1.49353183801645,-0.114443233548911,-0.0459261800797727
"IS25766.D1EYBACXX.1.250137830",18.0549464890075,-563.014077698227,2.71290162770192,1.6077842166928,-0.106701871546015,0.0195498495614613
"IS25772.D1EYBACXX.1.250137831",14.2815183394688,-858.531346601118,2.78222262164173,1.64258611025782,-0.121317739283845,-0.0294940131619626
"IS25783.D1EYBACXX.1.250137832",-4.4131320720319,-1252.93085777183,1.42496852394892,-0.111215369678492,0.166117940126681,0.222003814071507
"IS25784.D1EYBACXX.1.250137833",11.6090102348553,-708.242191539132,0.794303169950368,0.722545500068474,-0.0637789677098821,-0.0102160749297439
"IS25798.D1EYBACXX.1.250137834",11.6397498971242,2061.1218302211,1.17905478715838,1.22892171061841,-0.121202762743752,-0.0510443678359266
"IS25804.D1EYBACXX.1.250137835",12.8003486639927,-834.187687291708,1.06157802116493,0.890231333616773,-0.0812552723685593,-0.0196435814908232
"IS25812.D1EYBACXX.1.250137836",14.9258320837261,-666.53754465459,1.59021840345811,1.20911081146968,-0.102534514346958,-0.0284140888171997
"IS25816.D1EYBACXX.1.250137837",11.2497491327099,-416.326383312615,1.67272596271902,1.06176201973159,-0.0595742451195441,0.0324787565946367
"IS25839.D1EYBACXX.1.250137838",20.6875806641084,-1026.09784444861,2.86711964625216,1.7722844364053,-0.140458867458648,-0.00747325406414226
"IS25865.D1EYBACXX.1.250137839",15.739055478151,-781.733431306352,2.16649979722039,1.6465986970168,-0.144341346504189,-0.0522199620450087
"IS25868.D1EYBACXX.1.250137840",7.52325397165134,228.432960985273,0.789832295949657,0.676135356494132,-0.0563981906085947,-0.0124089965067396
"IS25877.D1EYBACXX.1.250137841",20.7166479662273,-600.237660897406,2.75842209733466,1.76693917182782,-0.147759340085772,-0.0173858143827138
"IS25888.D1EYBACXX.1.250137842",-4.12789150572405,-1179.99227682769,1.32016184879965,-0.139213941514385,0.159807495319719,0.212295481047935
"IS25912.D1EYBACXX.1.250137843",12.8830191621839,1735.07679613999,1.2514837280436,1.29693858162301,-0.129778066688948,-0.0539460872834907
"IS25913.D1EYBACXX.1.250137844",19.9177928364529,-821.489211998126,2.88804434512767,1.82567516289037,-0.13436541318176,0.0051829681970134
"IS25921.D1EYBACXX.1.250137845",18.7936221001688,-680.179882360024,2.73810982441351,1.80758128008836,-0.131596784769395,-0.00705255573569487
"IS25931.D1EYBACXX.1.250137846",10.812251248956,2266.20208242482,1.13161403252781,1.26229936718971,-0.125722526126677,-0.0584596677796687
"IS25936.D1EYBACXX.1.250137847",11.9941909009695,2089.51962813233,1.13822048581731,1.26207369576451,-0.129800797653603,-0.0573653115935
"IS25945.D1EYBACXX.1.250138133",20.3384433163013,-582.679357120947,2.72168885992648,1.90312236583681,-0.174006945199229,-0.0688408307026027
"IS25966.D1EYBACXX.1.250138134",16.6732423049642,-904.603241334828,2.22263607715046,1.55484879718603,-0.136196738926706,-0.0392756949311745
"IS25985.D1EYBACXX.1.250138135",18.7224938566577,-565.165038446311,2.40935821560042,1.82062813610702,-0.161214169004135,-0.0722614422677702
"IS25987.D1EYBACXX.1.250138136",15.2580617154656,1225.48375214949,1.52467264892235,1.45417758011141,-0.147572556914485,-0.048749009332815
"IS26000.D1EYBACXX.1.250138137",16.2425864385798,-571.466130315386,1.94829057592656,1.42416996218961,-0.10426334210481,0.00500093029233068
"IS26005.D1EYBACXX.1.250138138",18.8146264613352,-572.221742708407,2.6027263397067,1.77873982566077,-0.139215057632434,-0.0133573546246609
"IS26008.D1EYBACXX.1.250138139",12.8198492584502,-321.95495102625,1.99891359628872,1.33842114863823,-0.073488403575638,0.0340060472152691
"IS26031.D1EYBACXX.1.250138140",20.9091493749348,-699.092698804005,2.97366219720739,2.03518290478099,-0.166604249952364,-0.0426660254249784
"IS26056.D1EYBACXX.1.250138141",19.0181037321788,-439.062484789625,2.8352317183524,1.93654111445724,-0.147928010546624,-0.0240006762147601
"IS26072.D1EYBACXX.1.250138142",22.4824894696694,-711.380942817039,2.77435898404286,1.93899306715294,-0.169910523084018,-0.0444342578465246
"IS26090.D1EYBACXX.1.250138143",10.1748178124744,-2154.61110885901,2.05028832859538,1.16051221363743,-0.0619098169796159,-0.0251065116634404
"IS26091.D1EYBACXX.1.250138144",8.65552797814131,-1994.07251790064,1.58935076592278,0.854881860756268,-0.0289112169869524,0.0162564337748137
"IS26101.D1EYBACXX.1.250138145",8.39474568970143,-2201.98156562688,2.16295957821589,1.08394286388154,-0.0365973123409663,0.0138872583314832
"IS26103.D1EYBACXX.1.250138146",11.9306190113268,-2273.79249592556,1.86461343281886,1.08867399947979,-0.0692567069706706,-0.0241309659015716
"IS26108.D1EYBACXX.1.250138147",3.68851969359626,-1876.3703313222,0.886883917492605,0.169467994002264,0.0479006397402155,0.0877795724269323
"IS26123.D1EYBACXX.1.250138148",20.348930622894,-885.697331619843,2.70826879550631,1.8924827579268,-0.160369147882671,-0.0410295439122338
"IS26131.D1EYBACXX.1.250138149",12.9600825530067,-948.977376396476,2.24187140496704,1.45403595995564,-0.0745282524986625,0.0192649443238253
"IS26136.D1EYBACXX.1.250138150",17.5355836299013,-964.468300583262,2.34388589243763,1.61502384199905,-0.128638851455685,-0.0216464504658578
"IS26137.D1EYBACXX.1.250138151",-2.5303766421312,-1381.02577979625,1.31658978450935,-0.111645837191379,0.143240740603985,0.201505292013419
"IS26142.D1EYBACXX.1.250138152",20.720807412577,-822.878471042423,3.09186893564441,2.08464034934817,-0.17013873162679,-0.0492264970920347
"IS26147.D1EYBACXX.1.250138153",17.4417162570784,-734.043727913064,2.7116045052089,1.75999367592618,-0.120859199786571,0.00381245426497722
"IS26148.D1EYBACXX.1.250138154",19.5308569938491,-805.509095019038,3.04117704057829,1.94306257930868,-0.145150702282828,-0.0169684094390779
"IS26282.D1EYBACXX.1.250138155",15.7529336208247,-750.107415932596,2.94098230167006,2.04761620757611,-0.192457931157842,-0.0973963510745185
"IS26285.D1EYBACXX.1.250138156",13.6348092567963,-484.537521495393,3.08997703677342,1.84829365331245,-0.151472886018168,-0.0357121901162841
"IS26370.D1EYBACXX.1.250138157",11.0945662753,-263.135407985007,2.59131479822043,1.61327356621133,-0.143531612619233,-0.0677236506638337
"IS26376.D1EYBACXX.1.250138158",15.0432050527889,-804.5736334898,2.42492613613031,1.55857933500636,-0.148036252445517,-0.0300487175674501
"IS26390.D1EYBACXX.1.250138159",13.3968498457664,-486.84781153237,2.65878835498184,1.54593011262605,-0.125118495544568,0.0016651993109143
"IS26404.D1EYBACXX.1.250138161",11.9222791014422,-531.299384066455,3.04506221177196,1.8316874790647,-0.144235696171986,-0.0462646235945295
"IS26419.D1EYBACXX.1.250138162",13.375629625107,-805.151788014159,2.6643349818947,1.58203384363908,-0.122824491063138,-0.00705974415177433
"IS26434.D1EYBACXX.1.250138163",12.2701024051458,-401.0560718443,2.27577434995422,1.4974961057124,-0.135722061030072,-0.0446708564785473
"IS26485.D1EYBACXX.1.250138164",13.7494682349945,-833.897452074808,2.35115669015302,1.41745001976637,-0.121253002907365,-0.0252079535875342
"IS26516.D1EYBACXX.1.250138165",16.4189162939345,-880.979785375003,2.74824750269467,1.92539844810518,-0.190107685740546,-0.110619807875097
"IS26532.D1EYBACXX.1.250138166",13.2052606951093,-700.44243152588,2.4601158163603,1.47237904844821,-0.115357116736668,-0.0154799758924104
"IS26540.D1EYBACXX.1.250138167",16.7516096511014,-752.359734760515,2.73453546293068,1.69522515697275,-0.162106473546639,-0.0580524147783866
"IS26548.D1EYBACXX.1.250138168",13.930080777699,-860.137042904128,2.7567470076077,1.69237176562009,-0.152186732870037,-0.067698662724802
"IS26565.D1EYBACXX.1.250138169",11.6428024290826,-929.396109552074,3.01013909636329,1.5515239415875,-0.0944424460833911,0.0169396111366258
"IS26566.D1EYBACXX.1.250138170",13.4585151005721,-686.52238483748,2.54737803889907,1.42540981720357,-0.114005251128182,-0.0136534470692864
"IS26575.D1EYBACXX.1.250138171",12.8341939132388,-859.766465657357,3.08119507709367,1.76737389059399,-0.130664702376861,-0.00644522247703563
"IS26576.D1EYBACXX.1.250138172",12.2315541120073,-557.980927847575,2.49651653741294,1.60688555643715,-0.144612631427618,-0.0641914221542225
"IS26579.D1EYBACXX.1.250138173",12.7856202135662,-619.846134843094,2.32115156396511,1.53346828075032,-0.135220923990454,-0.048437680268125
"IS26588.D1EYBACXX.1.250138174",13.1642328395328,-635.180011290869,2.41699221206546,1.31009462604657,-0.103147300393423,-0.0129785107537739
"IS26594.D1EYBACXX.1.250138175",13.2466494013067,-809.274420756078,3.11614581485574,1.78612785541296,-0.142187706290162,-0.0137374442990476
"IS26596.D1EYBACXX.1.250138176",11.6478403661641,-803.836000464258,2.51717169375041,1.36056244514142,-0.09551697508101,0.0129042228256157
"IS26598.D1EYBACXX.1.250138177",17.2479405635864,-694.17534193873,3.01996954335404,1.85021540467548,-0.172557921091485,-0.0703941702051605
"IS26602.D1EYBACXX.1.250138178",13.9626234478161,-860.244294643804,2.16927693769984,1.32229891824571,-0.114633045255569,-0.00507274888374921
"IS26634.D1EYBACXX.1.250138179",8.84379410613437,-1434.17264741005,1.97707595407686,0.508047172378782,0.0272966446840445,0.131837486497457
"IS26635.D1EYBACXX.1.250138180",3.78677115282456,-579.316109422469,0.147231679582159,0.0347877301379738,-2.0829441707844e-05,0.0267599732723043
"IS26638.D1EYBACXX.1.250138181",-9.40226537847816,117.697662186456,-1.46802068227478,-0.912422561551208,0.153964677704977,0.150225266323376
"IS26641.D1EYBACXX.1.250138182",-2.07271345175052,-157.208448764782,-1.12407745833716,-0.733163244554242,0.0958661932789485,0.0821107129341854
"IS26821.D1EYBACXX.1.250138183",-22.312826049028,-2279.39784624879,-2.36473279272035,-2.32513806620456,0.407165137915006,0.414633285708752
"IS26827.D1EYBACXX.1.250138184",-30.7551127582044,-1833.22956792039,-3.21663001659996,-3.15567542100636,0.51297861582455,0.526475062969617
"IS26837.D1EYBACXX.1.250138185",10.6957947707695,-705.891581912125,2.14254236098677,0.560385594815441,0.0133074220757595,0.0577310823188858
"IS26925.D1EYBACXX.1.250138186",-24.474942037425,-1330.63551970856,-0.038912211920026,-0.919780616930675,0.269454468243514,0.231114765519389
"IS26978.D1EYBACXX.1.250138187",-9.88212172033224,-12.5892695861629,1.79093393924281,0.595497732814339,0.0303433809576495,0.0298976353402777
"IS26991.D1EYBACXX.1.250138188",-18.9447173598221,1348.38551777861,1.19134226101189,-0.0179441847524683,0.19554201200859,0.192700953131429
"IS26993.D1EYBACXX.1.250138189",-21.1470168386049,1799.70224651419,1.10756370846883,-0.0309767768552877,0.194292539854632,0.183056815609525
"IS27003.D1EYBACXX.1.250138190",-13.0791537036613,1035.59831751857,-0.306817512130472,0.0728509400124644,0.056374043226252,-0.0144314630602452
"IS27071.D1EYBACXX.1.250138191",-23.0511970391106,420.697125380836,-1.74227352351864,-1.02265881930795,0.219856836928753,0.188796451282274
"IS27087.D1EYBACXX.1.250138192",-32.1295780192691,-389.051574547465,-3.3827750239496,-2.29253531783423,0.367100151488739,0.392697517413309
"IS27100.D1EYBACXX.1.250138193",-39.1066094569351,375.82676756281,-4.45561243510697,-2.89724635528707,0.431597631188953,0.433136981691706
"IS27123.D1EYBACXX.1.250138194",-38.5344312906018,-1340.86900914663,-4.03665510269898,-3.42665734685438,0.538326959718567,0.624983749259233
"IS27129.D1EYBACXX.1.250138195",-37.8327597338122,-1672.43293578619,-3.98227155681148,-3.52932573512877,0.554707162160663,0.66468516366367
"IS27132.D1EYBACXX.1.250138196",-38.7030340774217,-1597.13741504898,-4.08489272590951,-3.65094181051937,0.575260128475661,0.681487762604251
"IS27137.D1EYBACXX.1.250138197",-16.9606064026754,-1694.81222590498,-0.165253804038983,-1.20698771942354,0.308819801455452,0.403835675579326
"IS27139.D1EYBACXX.1.250138198",-45.733022671182,-751.755777839326,-4.86186697243259,-4.21400167108806,0.648939223590836,0.775059274073865
"IS27156.D1EYBACXX.1.250138199",-45.3657904562858,-758.354727787982,-4.85674203999855,-3.91619592276002,0.600425597984679,0.684720259801384
"IS27165.D1EYBACXX.1.250138200",-6.63816237540255,1366.48269836099,-3.56606812384269,-1.57241338397067,0.151628418634224,0.0869550706130792
"IS27167.D1EYBACXX.1.250138201",-21.963350358362,-105.313523068767,-2.00545657766165,-1.17557701716229,0.226010101889044,0.218447848984195
"IS27169.D1EYBACXX.1.250138202",-16.5936269724302,-461.535578979815,-2.12076762240567,-1.43192464372966,0.243272322253061,0.279162941562879
"IS27179.D1EYBACXX.1.250138203",-28.3809626418893,-1299.77279570487,-2.655730238387,-2.01414529757554,0.356029390074829,0.464342546592973
"IS27215.D1EYBACXX.1.250138204",-45.3354391547693,-610.571256548795,-4.9161583026874,-3.88603926635504,0.601695385326186,0.695003353023104
"IS27222.D1EYBACXX.1.250138205",-18.6801092608571,-256.66362497178,-0.979564424487726,-0.58128230712751,0.159760514139057,0.158503165090646
"IS27233.D1EYBACXX.1.250138206",1.59925243314555,185.252288718509,-0.718716294619427,-0.811367277708078,0.127846122958617,0.148884878109697
"IS27253.D1EYBACXX.1.250138207",-18.260977805701,342.880719109693,-1.31749364337774,-0.628255134557263,0.161488369778242,0.126060906443541
"IS27292.D1EYBACXX.1.250138208",20.0923727242467,-549.483421825831,2.60750586960712,1.8367433562326,-0.15947511109449,-0.0527943270236178
"IS27336.D1EYBACXX.1.250138209",18.9477508941297,-745.760207231815,2.66665933097347,1.82062067587137,-0.140951216534161,-0.0228901145059824
"IS27387.D1EYBACXX.1.250138210",19.4937191575494,-1114.33028536262,3.04811263208334,1.90388637898747,-0.138382211296323,-0.0218566436126933
"IS27393.D1EYBACXX.1.250138211",18.4670694889194,-801.942104082784,2.91770410338451,2.07701547172511,-0.171327069441861,-0.0676208277824614
"IS27502.D1EYBACXX.1.250138212",14.3851587400854,-795.977425308026,1.87907892724271,1.36623919970581,-0.10480071246658,-0.0237172742360463
"IS27527.D1EYBACXX.1.250138213",19.3509507643725,-768.365547475264,2.84708567790465,1.93481411922561,-0.150500771205747,-0.0362258444795066
"IS27680.D1EYBACXX.1.250138214",-0.955073576272551,7204.1450939109,-0.00114269209614814,1.08779920701456,-0.139876651660794,-0.210920146996589
"IS27708.D1EYBACXX.1.250138215",-0.474419588723691,7334.04794599075,0.164697170638513,1.28659067540109,-0.164242312446067,-0.238522929056322
"IS27717.D1EYBACXX.1.250138216",0.253729427220556,7156.59685670952,0.276423642557047,1.3247863529123,-0.163927390219039,-0.230985251025798
"IS27726.D1EYBACXX.1.250138217",3.27958053394233,5912.05786746427,0.549105978635907,1.36161538089667,-0.162565277913509,-0.199751102709095
"IS27736.D1EYBACXX.1.250138218",1.39955719190109,6939.9527884134,0.262037709213482,1.30995112827189,-0.165828955818238,-0.228118574078574
"IS27740.D1EYBACXX.1.250138219",6.47028586376635,3377.50970538094,0.973943771313194,1.17222680546867,-0.120318651228906,-0.0922875945668225
"IS27766.D1EYBACXX.1.250138220",-0.777146396702282,7271.83440314311,0.100306506887458,1.23872382667915,-0.155582934759665,-0.227137312287795
"IS27775.D1EYBACXX.1.250138221",4.52964508074198,4766.87172634456,0.453578281988233,1.19600287630587,-0.142842600597446,-0.15670841379151
"IS27858.D1EYBACXX.1.250138222",-8.77934997599001,-215.649715736989,-0.856285949472449,-0.789465351082133,0.137580891995874,0.138204026119596
"IS27859.D1EYBACXX.1.250138223",-26.5143666286446,-881.012941742877,-3.75014596851869,-2.70273458955865,0.381652122266881,0.428184435998003
"IS27942.D1EYBACXX.1.250138224",-18.2878123738651,-2380.08605730436,-2.20428485667173,-1.89519960127104,0.325072439692249,0.322962183032344
"IS28036.D1EYBACXX.1.250138225",-25.9892384133508,-2330.64755410592,-2.53379712440445,-2.6985827299582,0.455552113509383,0.464134110171462
"IS28086.D1EYBACXX.1.250138226",-14.1123964172906,-1970.95356820957,-1.64569316280098,-1.49933016682479,0.249239205091625,0.248062671449673
"IS28143.D1EYBACXX.1.250138227",-16.7096441259897,-3229.42539376082,-0.437517067342285,-0.741742255419755,0.240956795445876,0.201148018444808
"IS28317.D1EYBACXX.1.250138228",-1.02229519221991,-1064.14109049997,-0.33975594476191,-0.502995241596428,0.0844371044693837,0.111177050235686
"IS28444.D1EYBACXX.1.250138006",-14.297021303435,-1366.20149902953,-1.61018004368013,-1.35904569339602,0.223179921357352,0.200489124787993
"IS28453.D1EYBACXX.1.250138007",-16.6063144839586,-1914.23320719119,-2.2834921622936,-1.89591403009205,0.293689234816936,0.281838606688246
"IS28749.D1EYBACXX.1.250138008",-11.3524905176141,-1932.69284570997,-1.57293220662286,-1.3041945791426,0.217915165571359,0.202292260582839
"IS28966.D1EYBACXX.1.250138009",7.20243650739927,-2652.83310915089,1.53356132936056,0.280217847567419,0.0534409977419832,0.116050507183862
"IS29053.D1EYBACXX.1.250138010",-11.979964077173,-2045.08990300118,-1.93021615957777,-1.72517064309258,0.267231208402153,0.27062816306291
"IS29228.D1EYBACXX.1.250138011",-45.8540267646541,242.511200101914,-4.83433526521723,-3.60676326853517,0.526046184596885,0.59815481206323
"IS29685.D1EYBACXX.1.250138013",-25.7256708598381,-2308.47870722999,-3.74252759646649,-3.67713757109065,0.529645585416256,0.636770790059513
